invoice_id,vendor_id,vendor_name,po_number,amount,invoice_date,received_date,match_status,payment_status,payment_date,duplicate_flag,is_true_duplicate_pair
INV-500038,V152,Vendor A2,PO-40267,21834.68,2026-03-10,2026-03-10,matched,paid,2026-03-19,0,no
INV-500150,V144,Vendor S1,PO-68062,28836.97,2026-03-07,2026-03-08,matched,paid,2026-03-10,0,no
INV-500298,V108,Vendor I,PO-39860,28834.81,2026-03-27,2026-03-27,matched,paid,2026-04-05,0,no
INV-500462,V157,Vendor F2,PO-12439,39123.06,2026-03-14,2026-03-15,matched,paid,2026-03-22,0,no
INV-500163,V119,Vendor T,PO-38639,29790.28,2026-03-10,2026-03-10,matched,paid,2026-03-17,0,no
INV-500167,V117,Vendor R,PO-88267,3947.1,2026-03-10,2026-03-12,matched,paid,2026-03-13,0,no
INV-500274,V135,Vendor J1,PO-81097,35858.73,2026-04-03,2026-04-04,matched,paid,2026-04-11,0,no
INV-500206,V153,Vendor B2,PO-60432,27276.36,2026-03-22,2026-03-24,matched,paid,2026-03-31,0,no
INV-500244,V112,Vendor M,PO-81972,38711.46,2026-04-16,2026-04-17,matched,paid,2026-04-19,0,no
INV-500188,V116,Vendor Q,PO-98231,40406.62,2026-03-09,2026-03-11,matched,paid,2026-03-16,0,no
INV-500438,V139,Vendor N1,PO-13460,16557.69,2026-04-19,2026-04-19,matched,paid,2026-04-27,0,no
INV-500478,V106,Vendor G,PO-43516,25464.19,2026-04-21,2026-04-22,matched,paid,2026-04-27,0,no
INV-500145,V122,Vendor W,PO-92316,24697.31,2026-03-04,2026-03-04,matched,paid,2026-03-09,0,no
INV-500441,V129,Vendor D1,PO-35655,9080.63,2026-04-20,2026-04-22,matched,paid,2026-04-23,0,no
INV-500434,V108,Vendor I,PO-14450,20254.05,2026-03-09,2026-03-11,matched,paid,2026-03-15,0,no
INV-500404,V119,Vendor T,PO-17335,11311.59,2026-03-10,2026-03-11,matched,paid,2026-03-18,0,no
INV-500350,V109,Vendor J,PO-20206,21935.35,2026-04-21,2026-04-23,matched,paid,2026-04-24,0,no
INV-500368,V136,Vendor K1,PO-61736,11747.41,2026-04-19,2026-04-21,matched,paid,2026-04-24,0,no
INV-500411,V117,Vendor R,PO-64124,20647.86,2026-04-20,2026-04-22,matched,paid,2026-04-23,0,no
INV-500306,V155,Vendor D2,PO-19700,19535.98,2026-04-08,2026-04-08,matched,paid,2026-04-16,0,no
INV-500285,V144,Vendor S1,PO-33928,25423.8,2026-03-21,2026-03-23,matched,paid,2026-03-26,0,no
INV-500385,V116,Vendor Q,PO-84824,8963.34,2026-04-02,2026-04-04,matched,paid,2026-04-08,0,no
INV-500175,V118,Vendor S,PO-46872,13840.07,2026-03-03,2026-03-04,matched,paid,2026-03-08,0,no
INV-500418,V126,Vendor A1,PO-71529,43094.47,2026-04-15,2026-04-16,matched,paid,2026-04-22,0,no
INV-500364,V128,Vendor C1,PO-94122,17789.5,2026-04-21,2026-04-22,matched,paid,2026-04-24,0,no
INV-500229,V153,Vendor B2,PO-50584,36848.08,2026-03-19,2026-03-19,matched,paid,2026-03-23,0,no
INV-500432,V132,Vendor G1,PO-95302,36027.36,2026-04-19,2026-04-21,matched,paid,2026-04-25,0,no
INV-500228,V139,Vendor N1,PO-20928,15371.15,2026-04-15,2026-04-15,matched,paid,2026-04-24,0,no
INV-500100,V118,Vendor S,PO-95662,29896.21,2026-04-05,2026-04-05,matched,paid,2026-04-10,0,no
INV-500409,V156,Vendor E2,PO-69091,31098.57,2026-04-21,2026-04-21,matched,paid,2026-04-30,0,no
INV-500053,V109,Vendor J,PO-88424,35744.17,2026-03-07,2026-03-08,matched,paid,2026-03-15,0,no
INV-500227,V157,Vendor F2,PO-49495,30370.76,2026-04-11,2026-04-11,matched,paid,2026-04-15,0,no
INV-500473,V118,Vendor S,PO-32386,29012.59,2026-03-10,2026-03-11,matched,paid,2026-03-18,0,no
INV-500506,V101,Vendor B,PO-18514,30500.5,2026-03-22,2026-03-22,matched,paid,2026-03-26,0,pair_8_original
INV-500154,V133,Vendor H1,PO-57592,15608.42,2026-03-08,2026-03-09,matched,paid,2026-03-13,0,no
INV-500251,V103,Vendor D,PO-52041,8749.81,2026-04-19,2026-04-21,matched,paid,2026-04-23,0,no
INV-500275,V159,Vendor H2,PO-49787,12926.87,2026-03-26,2026-03-28,matched,paid,2026-04-02,0,no
INV-500158,V133,Vendor H1,PO-15077,38656.54,2026-03-05,2026-03-07,matched,paid,2026-03-08,0,no
INV-500271,V104,Vendor E,PO-22306,4735.76,2026-03-18,2026-03-19,matched,paid,2026-03-23,0,no
INV-500044,V133,Vendor H1,PO-77695,15974.32,2026-03-06,2026-03-08,matched,paid,2026-03-09,0,no
INV-500489,V154,Vendor C2,PO-61774,12915.87,2026-03-22,2026-03-22,matched,paid,2026-03-25,0,no
INV-500113,V137,Vendor L1,PO-83254,28199.45,2026-03-31,2026-03-31,matched,paid,2026-04-06,0,no
INV-500322,V143,Vendor R1,PO-96801,32701.82,2026-03-02,2026-03-03,matched,paid,2026-03-06,0,no
INV-500211,V129,Vendor D1,PO-93080,20346.71,2026-04-25,2026-04-25,matched,paid,2026-05-02,0,no
INV-500108,V108,Vendor I,PO-70583,640.72,2026-03-14,2026-03-16,matched,paid,2026-03-20,0,no
INV-500169,V152,Vendor A2,PO-40176,668.83,2026-04-23,2026-04-24,matched,paid,2026-04-29,0,no
INV-500079,V118,Vendor S,PO-15701,6815.29,2026-04-04,2026-04-06,matched,paid,2026-04-07,0,no
INV-500479,V133,Vendor H1,PO-42446,11703.12,2026-04-16,2026-04-16,matched,paid,2026-04-21,0,no
INV-500084,V119,Vendor T,PO-17868,17515.33,2026-04-04,2026-04-06,matched,paid,2026-04-08,0,no
INV-500008,V110,Vendor K,PO-10297,34445.94,2026-04-07,2026-04-09,matched,paid,2026-04-14,0,no
INV-500032,V118,Vendor S,PO-49192,13187.45,2026-04-03,2026-04-05,matched,paid,2026-04-11,0,no
INV-500099,V103,Vendor D,PO-31688,30338.61,2026-04-24,2026-04-24,matched,paid,2026-04-28,0,no
INV-500442,V156,Vendor E2,PO-49149,44040.59,2026-03-12,2026-03-14,matched,paid,2026-03-19,0,no
INV-500417,V156,Vendor E2,PO-30323,14618.1,2026-04-16,2026-04-16,matched,paid,2026-04-20,0,no
INV-500222,V147,Vendor V1,PO-31170,3045.72,2026-04-27,2026-04-27,matched,paid,2026-05-05,0,no
INV-500028,V126,Vendor A1,PO-91096,34999.33,2026-04-20,2026-04-22,matched,paid,2026-04-23,0,no
INV-500287,V136,Vendor K1,PO-51546,29244.56,2026-03-15,2026-03-15,matched,paid,2026-03-24,0,no
INV-500375,V100,Vendor A,PO-88959,16579.17,2026-04-18,2026-04-18,matched,paid,2026-04-26,0,no
INV-500055,V126,Vendor A1,PO-35244,28799.79,2026-04-12,2026-04-13,matched,paid,2026-04-19,0,no
INV-500482,V101,Vendor B,PO-66586,22406.22,2026-04-17,2026-04-18,matched,paid,2026-04-26,0,no
INV-500505,V138,Vendor M1,PO-25011,22077.83,2026-04-17,2026-04-17,matched,paid,2026-04-21,1,pair_7_duplicate
INV-500416,V127,Vendor B1,PO-45742,9556.88,2026-03-31,2026-03-31,matched,paid,2026-04-09,0,no
INV-500048,V145,Vendor T1,PO-46032,29028.92,2026-03-11,2026-03-13,matched,paid,2026-03-15,0,no
INV-500419,V151,Vendor Z1,PO-68663,25305.69,2026-04-17,2026-04-17,matched,paid,2026-04-21,0,no
INV-500380,V115,Vendor P,PO-69523,42018.61,2026-03-23,2026-03-25,matched,paid,2026-04-01,0,no
INV-500033,V108,Vendor I,PO-29670,30196.41,2026-04-16,2026-04-17,matched,paid,2026-04-23,0,no
INV-500035,V154,Vendor C2,PO-11358,20399.03,2026-03-09,2026-03-11,matched,paid,2026-03-18,0,no
INV-500063,V133,Vendor H1,PO-26074,40659.72,2026-03-30,2026-03-30,matched,paid,2026-04-07,0,no
INV-500452,V151,Vendor Z1,PO-60862,22153.39,2026-04-15,2026-04-17,matched,paid,2026-04-24,0,no
INV-500311,V130,Vendor E1,PO-79593,8146.08,2026-03-27,2026-03-29,matched,paid,2026-04-03,0,no
INV-500234,V152,Vendor A2,PO-86403,18324.38,2026-04-15,2026-04-17,matched,paid,2026-04-21,0,no
INV-500497,V142,Vendor Q1,PO-79922,17081.69,2026-03-19,2026-03-19,matched,paid,2026-03-23,1,pair_3_duplicate
INV-500045,V120,Vendor U,PO-26148,13255.59,2026-04-27,2026-04-29,matched,paid,2026-04-30,0,no
INV-500303,V103,Vendor D,PO-16467,5189.87,2026-03-26,2026-03-28,matched,paid,2026-03-30,0,no
INV-500177,V154,Vendor C2,PO-42463,20437.52,2026-03-08,2026-03-09,matched,paid,2026-03-12,0,no
INV-500219,V108,Vendor I,PO-72908,24956.61,2026-03-23,2026-03-24,matched,paid,2026-03-27,0,no
INV-500388,V121,Vendor V,PO-80633,2254.68,2026-03-11,2026-03-13,matched,paid,2026-03-15,0,no
INV-500296,V115,Vendor P,PO-26487,11944.22,2026-04-23,2026-04-23,matched,paid,2026-05-01,0,no
INV-500021,V119,Vendor T,PO-57467,33627.97,2026-03-27,2026-03-29,matched,paid,2026-03-30,0,no
INV-500248,V126,Vendor A1,PO-66762,424.84,2026-04-27,2026-04-29,matched,paid,2026-05-03,0,no
INV-500309,V154,Vendor C2,PO-68344,37342.19,2026-03-24,2026-03-24,matched,paid,2026-03-29,0,no
INV-500199,V155,Vendor D2,PO-42474,3472.98,2026-04-23,2026-04-25,matched,paid,2026-04-30,0,no
INV-500137,V107,Vendor H,PO-31426,8327.04,2026-04-14,2026-04-15,matched,paid,2026-04-20,0,no
INV-500024,V108,Vendor I,PO-82673,30047.04,2026-03-30,2026-03-30,matched,paid,2026-04-02,0,no
INV-500184,V133,Vendor H1,PO-73303,41274.87,2026-04-02,2026-04-03,matched,paid,2026-04-10,0,no
INV-500205,V151,Vendor Z1,PO-25974,35647.29,2026-03-19,2026-03-19,matched,paid,2026-03-25,0,no
INV-500134,V105,Vendor F,PO-53554,40837.4,2026-04-22,2026-04-24,matched,paid,2026-04-26,0,no
INV-500299,V128,Vendor C1,PO-95932,3892.4,2026-03-04,2026-03-04,matched,paid,2026-03-08,0,no
INV-500116,V144,Vendor S1,PO-90034,21292.73,2026-04-15,2026-04-15,matched,paid,2026-04-18,0,no
INV-500212,V146,Vendor U1,PO-36438,33460.49,2026-03-06,2026-03-07,matched,paid,2026-03-11,0,no
INV-500459,V121,Vendor V,PO-62811,23412.99,2026-04-03,2026-04-03,matched,paid,2026-04-08,0,no
INV-500436,V143,Vendor R1,PO-94901,7280.5,2026-03-19,2026-03-19,matched,paid,2026-03-26,0,no
INV-500370,V153,Vendor B2,PO-94360,39021.77,2026-03-23,2026-03-25,matched,paid,2026-03-27,0,no
INV-500231,V105,Vendor F,PO-28548,10474.38,2026-03-22,2026-03-24,matched,paid,2026-03-27,0,no
INV-500217,V111,Vendor L,PO-67696,29234.39,2026-04-20,2026-04-22,matched,paid,2026-04-27,0,no
INV-500056,V105,Vendor F,PO-23102,17390.86,2026-03-29,2026-03-31,matched,paid,2026-04-02,0,no
INV-500485,V127,Vendor B1,PO-77549,35702.6,2026-03-14,2026-03-15,matched,paid,2026-03-22,0,no
INV-500486,V130,Vendor E1,PO-13560,25092.16,2026-04-26,2026-04-27,matched,paid,2026-05-05,0,no
INV-500374,V101,Vendor B,PO-85367,6596.26,2026-03-03,2026-03-03,matched,paid,2026-03-08,0,no
INV-500372,V133,Vendor H1,PO-13668,25917.96,2026-04-24,2026-04-26,matched,paid,2026-04-27,0,no
INV-500181,V118,Vendor S,PO-40933,23511.25,2026-03-30,2026-03-31,matched,paid,2026-04-03,0,no
INV-500097,V158,Vendor G2,PO-90285,24533.12,2026-04-15,2026-04-16,matched,paid,2026-04-23,0,no
INV-500114,V138,Vendor M1,PO-15148,9927.75,2026-04-18,2026-04-18,matched,paid,2026-04-21,0,no
INV-500278,V149,Vendor X1,PO-79158,31870.03,2026-03-30,2026-03-30,matched,paid,2026-04-04,0,no
INV-500118,V124,Vendor Y,PO-69751,1430.11,2026-03-05,2026-03-05,matched,paid,2026-03-12,0,no
INV-500383,V158,Vendor G2,PO-71470,20599.24,2026-04-12,2026-04-13,matched,paid,2026-04-16,0,no
INV-500170,V137,Vendor L1,PO-53921,14073.95,2026-04-08,2026-04-09,matched,paid,2026-04-12,0,no
INV-500439,V110,Vendor K,PO-86353,21762.06,2026-03-28,2026-03-30,matched,paid,2026-04-06,0,no
INV-500054,V145,Vendor T1,PO-56007,12621.78,2026-04-28,2026-04-29,matched,paid,2026-05-07,0,no
INV-500176,V123,Vendor X,PO-37247,24318.14,2026-03-27,2026-03-29,matched,paid,2026-03-31,0,no
INV-500327,V127,Vendor B1,PO-84585,28917.63,2026-03-18,2026-03-19,matched,paid,2026-03-23,0,no
INV-500194,V130,Vendor E1,PO-75997,10193.33,2026-04-11,2026-04-13,matched,paid,2026-04-19,0,no
INV-500198,V114,Vendor O,PO-44792,10232.24,2026-03-03,2026-03-04,matched,paid,2026-03-09,0,no
INV-500361,V149,Vendor X1,PO-65848,17315.63,2026-03-15,2026-03-15,matched,paid,2026-03-22,0,no
INV-500474,V136,Vendor K1,PO-49547,34603.13,2026-03-03,2026-03-05,matched,paid,2026-03-11,0,no
INV-500182,V106,Vendor G,PO-72612,11428.28,2026-03-11,2026-03-13,matched,paid,2026-03-18,0,no
INV-500415,V133,Vendor H1,PO-50568,16689.46,2026-03-19,2026-03-20,matched,paid,2026-03-23,0,no
INV-500354,V154,Vendor C2,PO-42767,27703.57,2026-04-12,2026-04-12,matched,paid,2026-04-16,0,no
INV-500103,V150,Vendor Y1,PO-89682,24379.14,2026-04-18,2026-04-18,matched,paid,2026-04-24,0,no
INV-500220,V127,Vendor B1,PO-60878,42247.2,2026-03-06,2026-03-08,matched,paid,2026-03-11,0,no
INV-500130,V139,Vendor N1,PO-16093,38986.26,2026-03-23,2026-03-23,matched,paid,2026-03-27,0,no
INV-500353,V134,Vendor I1,PO-73957,3759.52,2026-03-23,2026-03-23,matched,paid,2026-03-27,0,no
INV-500338,V108,Vendor I,PO-76729,29238.56,2026-04-06,2026-04-06,matched,paid,2026-04-15,0,no
INV-500400,V133,Vendor H1,PO-65739,15656.09,2026-04-06,2026-04-07,matched,paid,2026-04-12,0,no
INV-500060,V119,Vendor T,PO-52527,38557.82,2026-04-08,2026-04-10,matched,paid,2026-04-13,0,no
INV-500094,V150,Vendor Y1,PO-92884,27089.69,2026-03-16,2026-03-17,matched,paid,2026-03-22,0,no
INV-500193,V122,Vendor W,PO-29857,32690.14,2026-03-24,2026-03-25,matched,paid,2026-03-29,0,no
INV-500140,V123,Vendor X,PO-12271,38749.8,2026-03-21,2026-03-22,matched,paid,2026-03-27,0,no
INV-500148,V126,Vendor A1,PO-24809,40263.43,2026-03-31,2026-03-31,matched,paid,2026-04-06,0,no
INV-500202,V141,Vendor P1,PO-69480,13177.51,2026-03-06,2026-03-08,matched,paid,2026-03-09,0,no
INV-500152,V108,Vendor I,PO-29405,17584.29,2026-04-19,2026-04-19,matched,paid,2026-04-28,0,no
INV-500337,V132,Vendor G1,PO-89499,11267.14,2026-03-17,2026-03-19,matched,paid,2026-03-26,0,no
INV-500414,V124,Vendor Y,PO-24781,21424.07,2026-03-07,2026-03-07,matched,paid,2026-03-12,0,no
INV-500010,V109,Vendor J,PO-60148,7370.59,2026-03-15,2026-03-16,matched,paid,2026-03-23,0,no
INV-500269,V111,Vendor L,PO-10635,44656.3,2026-04-19,2026-04-19,matched,paid,2026-04-24,0,no
INV-500096,V113,Vendor N,PO-58378,31696.47,2026-03-09,2026-03-09,matched,paid,2026-03-13,0,no
INV-500210,V129,Vendor D1,PO-27838,35485.05,2026-03-26,2026-03-27,matched,paid,2026-03-31,0,no
INV-500240,V130,Vendor E1,PO-46027,3530.21,2026-03-06,2026-03-08,matched,paid,2026-03-13,0,no
INV-500057,V116,Vendor Q,PO-99796,15019.26,2026-04-20,2026-04-21,matched,paid,2026-04-25,0,no
INV-500301,V130,Vendor E1,PO-37093,28319.55,2026-03-28,2026-03-28,matched,paid,2026-04-02,0,no
INV-500389,V118,Vendor S,PO-72948,19926.88,2026-04-13,2026-04-13,matched,paid,2026-04-20,0,no
INV-500359,V127,Vendor B1,PO-21933,11983.32,2026-03-13,2026-03-13,matched,paid,2026-03-22,0,no
INV-500036,V114,Vendor O,PO-29668,37044.73,2026-04-16,2026-04-18,matched,paid,2026-04-23,0,no
INV-500455,V143,Vendor R1,PO-16840,12687.87,2026-03-09,2026-03-10,matched,paid,2026-03-13,0,no
INV-500020,V130,Vendor E1,PO-10182,12311.89,2026-04-28,2026-04-30,matched,paid,2026-05-02,0,no
INV-500447,V130,Vendor E1,PO-67261,34462.38,2026-03-09,2026-03-11,matched,paid,2026-03-17,0,no
INV-500332,V131,Vendor F1,PO-77524,927.18,2026-04-02,2026-04-04,matched,paid,2026-04-05,0,no
INV-500075,V127,Vendor B1,PO-77126,8617.99,2026-04-15,2026-04-15,matched,paid,2026-04-24,0,no
INV-500200,V121,Vendor V,PO-37198,25090.88,2026-04-10,2026-04-12,matched,paid,2026-04-19,0,no
INV-500077,V135,Vendor J1,PO-22853,33865.59,2026-04-18,2026-04-18,matched,paid,2026-04-24,0,no
INV-500263,V145,Vendor T1,PO-99813,40857.14,2026-03-26,2026-03-27,matched,paid,2026-04-02,0,no
INV-500501,V157,Vendor F2,PO-69335,25146.2,2026-04-14,2026-04-14,matched,paid,2026-04-18,1,pair_5_duplicate
INV-500149,V126,Vendor A1,PO-67065,2853.71,2026-04-05,2026-04-05,matched,paid,2026-04-08,0,no
INV-500446,V141,Vendor P1,PO-46194,22604.62,2026-03-27,2026-03-27,matched,paid,2026-03-31,0,no
INV-500002,V112,Vendor M,PO-78624,32302.99,2026-03-14,2026-03-15,matched,paid,2026-03-21,0,no
INV-500052,V147,Vendor V1,PO-90510,44156.17,2026-03-02,2026-03-03,matched,paid,2026-03-06,0,no
INV-500262,V109,Vendor J,PO-62227,10094.98,2026-04-28,2026-04-28,matched,paid,2026-05-01,0,no
INV-500253,V136,Vendor K1,PO-74016,5811.44,2026-03-02,2026-03-02,matched,paid,2026-03-08,0,no
INV-500464,V156,Vendor E2,PO-50510,41963.6,2026-04-04,2026-04-05,matched,paid,2026-04-12,0,no
INV-500259,V127,Vendor B1,PO-22568,33414.46,2026-04-24,2026-04-26,matched,paid,2026-04-29,0,no
INV-500333,V134,Vendor I1,PO-47657,26815.16,2026-04-10,2026-04-11,matched,paid,2026-04-19,0,no
INV-500369,V112,Vendor M,PO-94408,28509.21,2026-03-08,2026-03-08,matched,paid,2026-03-15,0,no
INV-500321,V156,Vendor E2,PO-12441,27985.79,2026-04-26,2026-04-26,matched,paid,2026-05-01,0,no
INV-500183,V125,Vendor Z,PO-78066,11197.27,2026-04-13,2026-04-14,matched,paid,2026-04-20,0,no
INV-500151,V146,Vendor U1,PO-12201,9715.1,2026-04-20,2026-04-21,matched,paid,2026-04-28,0,no
INV-500495,V130,Vendor E1,PO-93704,24193.61,2026-03-30,2026-03-30,matched,paid,2026-04-03,1,pair_2_duplicate
INV-500302,V115,Vendor P,PO-51164,41567.7,2026-03-20,2026-03-22,matched,paid,2026-03-29,0,no
INV-500190,V148,Vendor W1,PO-85593,5343.98,2026-04-11,2026-04-13,matched,paid,2026-04-18,0,no
INV-500074,V145,Vendor T1,PO-80694,22011.52,2026-03-05,2026-03-05,matched,paid,2026-03-08,0,no
INV-500348,V119,Vendor T,PO-70255,31442.07,2026-03-06,2026-03-07,matched,paid,2026-03-14,0,no
INV-500243,V105,Vendor F,PO-76787,31665.74,2026-04-22,2026-04-22,matched,paid,2026-04-29,0,no
INV-500491,V122,Vendor W,PO-94533,34260.89,2026-03-28,2026-03-30,matched,paid,2026-04-06,0,no
INV-500087,V150,Vendor Y1,PO-70585,31296.89,2026-03-21,2026-03-21,matched,paid,2026-03-27,0,no
INV-500239,V145,Vendor T1,PO-23936,28951.91,2026-04-24,2026-04-26,matched,paid,2026-05-02,0,no
INV-500143,V145,Vendor T1,PO-58681,35447.31,2026-03-20,2026-03-20,matched,paid,2026-03-27,0,no
INV-500425,V154,Vendor C2,PO-45336,26549.48,2026-03-26,2026-03-27,matched,paid,2026-04-02,0,no
INV-500266,V122,Vendor W,PO-70788,37721.9,2026-04-11,2026-04-13,matched,paid,2026-04-18,0,no
INV-500288,V114,Vendor O,PO-69890,28636.49,2026-04-15,2026-04-16,matched,paid,2026-04-24,0,no
INV-500136,V111,Vendor L,PO-54811,2500.22,2026-03-31,2026-04-01,matched,paid,2026-04-06,0,no
INV-500166,V109,Vendor J,PO-83575,17250.5,2026-04-09,2026-04-09,matched,paid,2026-04-18,0,no
INV-500083,V133,Vendor H1,PO-82676,10622.58,2026-03-10,2026-03-10,matched,paid,2026-03-16,0,no
INV-500450,V148,Vendor W1,PO-89146,1542.83,2026-04-25,2026-04-25,matched,paid,2026-05-04,0,no
INV-500421,V123,Vendor X,PO-62279,26431.04,2026-04-02,2026-04-02,matched,paid,2026-04-09,0,no
INV-500155,V151,Vendor Z1,PO-79778,5532.46,2026-04-11,2026-04-13,matched,paid,2026-04-14,0,no
INV-500356,V156,Vendor E2,PO-40906,6493.72,2026-04-16,2026-04-17,matched,paid,2026-04-19,0,no
INV-500381,V144,Vendor S1,PO-26316,12690.89,2026-04-21,2026-04-22,matched,paid,2026-04-28,0,no
INV-500279,V117,Vendor R,PO-38057,8932.5,2026-04-09,2026-04-11,matched,paid,2026-04-18,0,no
INV-500126,V148,Vendor W1,PO-91139,34541.15,2026-03-29,2026-03-30,matched,paid,2026-04-03,0,no
INV-500195,V115,Vendor P,PO-98387,34634.69,2026-04-22,2026-04-23,matched,paid,2026-04-27,0,no
INV-500265,V130,Vendor E1,PO-89887,34885.88,2026-04-27,2026-04-27,matched,paid,2026-05-05,0,no
INV-500467,V141,Vendor P1,PO-32776,24568.42,2026-03-31,2026-03-31,matched,paid,2026-04-03,0,no
INV-500104,V113,Vendor N,PO-63692,29266.18,2026-04-19,2026-04-20,matched,paid,2026-04-26,0,no
INV-500153,V138,Vendor M1,PO-56692,24548.05,2026-03-08,2026-03-10,matched,paid,2026-03-11,0,no
INV-500282,V109,Vendor J,PO-35673,10738.56,2026-04-24,2026-04-24,matched,paid,2026-04-28,0,no
INV-500391,V148,Vendor W1,PO-84320,26236.69,2026-04-15,2026-04-17,matched,paid,2026-04-23,0,no
INV-500226,V140,Vendor O1,PO-80549,39534.98,2026-03-18,2026-03-18,matched,paid,2026-03-27,0,no
INV-500367,V156,Vendor E2,PO-50137,19490.75,2026-04-11,2026-04-13,matched,paid,2026-04-19,0,no
INV-500025,V159,Vendor H2,PO-70076,6647.02,2026-03-06,2026-03-07,matched,paid,2026-03-09,0,no
INV-500196,V105,Vendor F,PO-66287,22338.59,2026-03-21,2026-03-23,matched,paid,2026-03-30,0,no
INV-500064,V154,Vendor C2,PO-18268,44732.06,2026-03-26,2026-03-27,matched,paid,2026-03-30,0,no
INV-500015,V159,Vendor H2,PO-80425,14044.42,2026-03-15,2026-03-17,matched,paid,2026-03-19,0,no
INV-500297,V125,Vendor Z,PO-45607,15514.9,2026-04-11,2026-04-12,matched,paid,2026-04-18,0,no
INV-500371,V159,Vendor H2,PO-35282,10259.86,2026-03-03,2026-03-04,matched,paid,2026-03-06,0,no
INV-500109,V114,Vendor O,PO-52989,16266.82,2026-04-01,2026-04-02,matched,paid,2026-04-04,0,no
INV-500336,V145,Vendor T1,PO-14658,34261.8,2026-04-09,2026-04-10,matched,paid,2026-04-18,0,no
INV-500308,V146,Vendor U1,PO-47432,28039.66,2026-03-08,2026-03-10,matched,paid,2026-03-14,0,no
INV-500026,V143,Vendor R1,PO-56671,39341.62,2026-03-06,2026-03-08,matched,paid,2026-03-09,0,no
INV-500076,V147,Vendor V1,PO-13752,40268.68,2026-04-11,2026-04-13,matched,paid,2026-04-18,0,no
INV-500043,V101,Vendor B,PO-66128,28425.29,2026-03-18,2026-03-18,matched,paid,2026-03-27,0,no
INV-500280,V114,Vendor O,PO-49141,36714.56,2026-03-20,2026-03-20,matched,paid,2026-03-23,0,no
INV-500003,V124,Vendor Y,PO-15746,15841.82,2026-03-29,2026-03-29,matched,paid,2026-04-04,0,no
INV-500466,V146,Vendor U1,PO-24745,31454.78,2026-03-31,2026-04-01,matched,paid,2026-04-04,0,no
INV-500049,V130,Vendor E1,PO-24647,15486.19,2026-04-24,2026-04-25,matched,paid,2026-04-29,0,no
INV-500405,V124,Vendor Y,PO-98292,23401.64,2026-04-08,2026-04-09,matched,paid,2026-04-16,0,no
INV-500387,V109,Vendor J,PO-79723,12491.75,2026-03-30,2026-03-31,matched,paid,2026-04-07,0,no
INV-500494,V130,Vendor E1,PO-93704,24193.61,2026-03-22,2026-03-22,matched,paid,2026-03-26,0,pair_2_original
INV-500030,V123,Vendor X,PO-90723,37347.9,2026-04-04,2026-04-05,matched,paid,2026-04-12,0,no
INV-500121,V146,Vendor U1,PO-50920,26776.56,2026-03-31,2026-04-01,matched,paid,2026-04-08,0,no
INV-500431,V131,Vendor F1,PO-65570,21165.87,2026-04-03,2026-04-04,matched,paid,2026-04-10,0,no
INV-500115,V125,Vendor Z,PO-37457,11729.67,2026-04-29,2026-04-29,matched,paid,2026-05-04,0,no
INV-500472,V141,Vendor P1,PO-17210,39753.61,2026-03-05,2026-03-07,matched,paid,2026-03-13,0,no
INV-500216,V139,Vendor N1,PO-79263,38457.69,2026-03-11,2026-03-12,matched,paid,2026-03-20,0,no
INV-500264,V148,Vendor W1,PO-20569,3810.36,2026-03-25,2026-03-26,matched,paid,2026-03-29,0,no
INV-500209,V102,Vendor C,PO-94021,39661.76,2026-04-02,2026-04-04,matched,paid,2026-04-10,0,no
INV-500316,V122,Vendor W,PO-12095,2582.32,2026-04-16,2026-04-16,matched,paid,2026-04-21,0,no
INV-500384,V128,Vendor C1,PO-20341,2037.88,2026-04-07,2026-04-09,matched,paid,2026-04-10,0,no
INV-500001,V106,Vendor G,PO-86810,29469.88,2026-04-09,2026-04-10,matched,paid,2026-04-13,0,no
INV-500313,V122,Vendor W,PO-56073,19131.09,2026-03-26,2026-03-26,matched,paid,2026-04-04,0,no
INV-500022,V105,Vendor F,PO-86379,13282.87,2026-04-12,2026-04-13,matched,paid,2026-04-21,0,no
INV-500317,V142,Vendor Q1,PO-57104,24047.15,2026-03-06,2026-03-08,matched,paid,2026-03-11,0,no
INV-500319,V130,Vendor E1,PO-93744,43977.19,2026-04-10,2026-04-10,matched,paid,2026-04-19,0,no
INV-500007,V156,Vendor E2,PO-84548,774.48,2026-03-14,2026-03-16,matched,paid,2026-03-18,0,no
INV-500502,V119,Vendor T,PO-26270,30895.09,2026-03-26,2026-03-26,matched,paid,2026-03-30,0,pair_6_original
INV-500141,V121,Vendor V,PO-68436,9739.38,2026-04-08,2026-04-10,matched,paid,2026-04-13,0,no
INV-500086,V140,Vendor O1,PO-97089,33663.55,2026-04-15,2026-04-16,matched,paid,2026-04-20,0,no
INV-500352,V112,Vendor M,PO-37646,39851.21,2026-03-14,2026-03-16,matched,paid,2026-03-19,0,no
INV-500241,V103,Vendor D,PO-23451,1582.27,2026-04-01,2026-04-03,matched,paid,2026-04-08,0,no
INV-500471,V115,Vendor P,PO-49131,6273.97,2026-03-10,2026-03-10,matched,paid,2026-03-17,0,no
INV-500215,V121,Vendor V,PO-21070,35490.46,2026-04-29,2026-04-29,matched,paid,2026-05-05,0,no
INV-500068,V117,Vendor R,PO-40360,11506.49,2026-03-06,2026-03-06,matched,paid,2026-03-15,0,no
