return_id,customer_id,item_category,return_amount,return_date,auto_approved,review_flag
RET-901629,CUST-12103,accessories,98.28,2026-04-09,1,0
RET-901589,CUST-11847,accessories,50.06,2026-05-07,1,0
RET-900354,CUST-10647,apparel,126.95,2026-04-22,1,0
RET-900677,CUST-13142,footwear,122.14,2026-04-24,1,0
RET-901959,CUST-10535,accessories,108.54,2026-05-07,1,0
RET-902730,CUST-11205,apparel,484.7,2026-04-12,1,0
RET-900360,CUST-13068,apparel,30.21,2026-04-09,1,0
RET-900329,CUST-10158,footwear,64.37,2026-04-12,1,0
RET-901466,CUST-11495,accessories,132.47,2026-04-16,1,0
RET-902256,CUST-10645,accessories,35.52,2026-04-13,1,0
RET-901741,CUST-11013,apparel,18.38,2026-04-15,1,0
RET-902570,CUST-11121,apparel,27.41,2026-04-24,1,0
RET-902273,CUST-11793,apparel,62.23,2026-05-01,1,0
RET-901162,CUST-12414,apparel,83.37,2026-04-30,1,0
RET-901771,CUST-12088,footwear,29.16,2026-04-11,1,0
RET-901342,CUST-11349,apparel,147.0,2026-04-13,1,0
RET-900076,CUST-10391,apparel,78.84,2026-04-30,1,0
RET-901638,CUST-13488,apparel,38.19,2026-05-07,1,0
RET-901160,CUST-12345,accessories,34.9,2026-04-30,1,0
RET-902659,CUST-12696,accessories,216.27,2026-04-19,1,0
RET-901841,CUST-12920,apparel,10.31,2026-04-29,1,0
RET-902653,CUST-10259,accessories,496.57,2026-04-13,1,0
RET-902500,CUST-10219,apparel,68.36,2026-05-08,1,0
RET-900942,CUST-12299,accessories,47.6,2026-05-07,1,0
RET-901229,CUST-12683,footwear,118.51,2026-05-06,1,0
RET-901194,CUST-10274,footwear,42.84,2026-04-07,1,0
RET-900127,CUST-13296,accessories,43.47,2026-05-12,1,0
RET-901272,CUST-13390,footwear,60.3,2026-05-03,1,0
RET-902007,CUST-10862,apparel,103.11,2026-04-02,1,0
RET-901496,CUST-13878,apparel,52.31,2026-04-22,1,0
RET-901265,CUST-12519,accessories,26.23,2026-04-25,1,0
RET-902339,CUST-11167,accessories,91.58,2026-05-10,1,0
RET-900103,CUST-10415,footwear,93.1,2026-05-01,1,0
RET-902208,CUST-10392,footwear,47.94,2026-04-30,1,0
RET-902619,CUST-10204,apparel,499.07,2026-05-07,1,0
RET-900874,CUST-11221,footwear,33.22,2026-04-22,1,0
RET-900364,CUST-12618,accessories,284.44,2026-04-07,1,0
RET-901254,CUST-12842,footwear,64.62,2026-04-26,1,0
RET-901995,CUST-10718,apparel,122.35,2026-05-09,1,0
RET-902203,CUST-12631,apparel,32.33,2026-04-28,1,0
RET-902573,CUST-10325,apparel,51.48,2026-04-14,1,0
RET-900585,CUST-13485,accessories,109.88,2026-04-14,1,0
RET-901888,CUST-13270,apparel,208.75,2026-04-09,1,0
RET-902537,CUST-10909,accessories,96.14,2026-04-30,1,0
RET-902605,CUST-13587,footwear,175.06,2026-05-11,1,0
RET-901563,CUST-13102,footwear,108.87,2026-05-09,1,0
RET-900735,CUST-12541,footwear,6.89,2026-04-14,1,0
RET-900110,CUST-11374,apparel,27.38,2026-04-24,1,0
RET-900564,CUST-11219,apparel,53.1,2026-05-03,1,0
RET-902706,CUST-10157,apparel,269.39,2026-05-09,1,0
RET-901536,CUST-13208,apparel,110.26,2026-04-01,1,0
RET-902199,CUST-12507,accessories,123.61,2026-05-06,1,0
RET-901479,CUST-10808,accessories,44.41,2026-04-22,1,0
RET-901501,CUST-11238,apparel,116.1,2026-04-11,1,0
RET-900549,CUST-11272,apparel,64.29,2026-05-03,1,0
RET-900551,CUST-12599,apparel,79.87,2026-04-06,1,0
RET-902602,CUST-10313,footwear,263.09,2026-04-10,1,0
RET-901287,CUST-12819,apparel,92.13,2026-04-02,1,0
RET-902723,CUST-10703,footwear,287.64,2026-04-24,1,0
RET-902303,CUST-11603,footwear,101.21,2026-04-18,1,0
RET-902331,CUST-13458,footwear,44.99,2026-04-13,1,0
RET-901900,CUST-11833,apparel,48.5,2026-04-26,1,0
RET-900529,CUST-11306,apparel,10.31,2026-05-06,1,0
RET-902062,CUST-12703,accessories,96.67,2026-04-19,1,0
RET-901929,CUST-11966,apparel,29.24,2026-04-04,1,0
RET-902441,CUST-12218,accessories,61.07,2026-04-03,1,0
RET-900063,CUST-13672,accessories,71.14,2026-04-03,1,0
RET-902636,CUST-13546,accessories,176.05,2026-05-06,1,0
RET-902342,CUST-11115,accessories,161.45,2026-05-01,1,0
RET-901876,CUST-13737,apparel,116.57,2026-05-10,1,0
RET-900082,CUST-10365,footwear,58.61,2026-04-12,1,0
RET-901190,CUST-12708,apparel,34.47,2026-05-09,1,0
RET-902527,CUST-12310,footwear,37.36,2026-05-09,1,0
RET-900576,CUST-13867,apparel,128.93,2026-04-12,1,0
RET-901464,CUST-11754,apparel,38.17,2026-04-06,1,0
RET-901532,CUST-13201,apparel,71.11,2026-04-02,1,0
RET-900642,CUST-10248,accessories,31.18,2026-04-02,1,0
RET-901590,CUST-12596,footwear,71.7,2026-04-16,1,0
RET-902538,CUST-13893,apparel,46.96,2026-05-10,1,0
RET-901380,CUST-13259,apparel,29.17,2026-04-13,1,0
RET-901438,CUST-11923,apparel,92.83,2026-05-01,1,0
RET-901749,CUST-10859,footwear,17.6,2026-05-06,1,0
RET-902654,CUST-10259,footwear,326.42,2026-05-06,1,0
RET-901634,CUST-12083,accessories,31.58,2026-05-02,1,0
RET-902666,CUST-12275,accessories,306.5,2026-04-09,1,0
RET-900619,CUST-11379,accessories,97.93,2026-04-04,1,0
RET-900707,CUST-11450,apparel,46.26,2026-04-01,1,0
RET-901157,CUST-10344,footwear,40.59,2026-05-10,1,0
RET-901167,CUST-11251,footwear,4.68,2026-05-08,1,0
RET-900291,CUST-10931,footwear,47.61,2026-04-29,1,0
RET-902430,CUST-13588,apparel,71.01,2026-04-14,1,0
RET-901569,CUST-10533,footwear,28.35,2026-04-10,1,0
RET-900226,CUST-13811,apparel,150.74,2026-04-13,1,0
RET-900584,CUST-12159,footwear,16.97,2026-04-02,1,0
RET-900846,CUST-10134,apparel,98.64,2026-04-15,1,0
RET-900216,CUST-13564,footwear,60.49,2026-05-02,1,0
RET-901846,CUST-12274,footwear,89.53,2026-05-08,1,0
RET-901097,CUST-11454,accessories,34.03,2026-04-09,1,0
RET-901599,CUST-10958,apparel,39.3,2026-04-16,1,0
RET-901263,CUST-11227,apparel,61.46,2026-04-17,1,0
RET-902076,CUST-11500,apparel,47.53,2026-05-01,1,0
RET-902349,CUST-11710,apparel,22.78,2026-05-04,1,0
RET-902524,CUST-10006,accessories,111.5,2026-04-01,1,0
RET-901063,CUST-13690,footwear,150.19,2026-05-09,1,0
RET-902353,CUST-13217,footwear,78.09,2026-04-01,1,0
RET-901737,CUST-12239,apparel,142.88,2026-05-09,1,0
RET-900323,CUST-10603,accessories,46.91,2026-04-20,1,0
RET-902002,CUST-11135,accessories,93.09,2026-04-18,1,0
RET-902167,CUST-13867,apparel,35.72,2026-04-15,1,0
RET-902089,CUST-10099,accessories,68.76,2026-05-07,1,0
RET-900426,CUST-12657,footwear,52.93,2026-04-09,1,0
RET-900003,CUST-11862,apparel,51.47,2026-04-10,1,0
RET-901805,CUST-10053,accessories,46.15,2026-04-20,1,0
RET-902729,CUST-11205,footwear,585.73,2026-05-08,1,0
RET-901296,CUST-11026,footwear,139.18,2026-05-12,1,0
RET-900753,CUST-10410,footwear,101.46,2026-04-22,1,0
RET-900356,CUST-12814,accessories,150.11,2026-05-10,1,0
RET-901257,CUST-12377,accessories,41.92,2026-04-28,1,0
RET-902515,CUST-11904,accessories,48.9,2026-04-24,1,0
RET-900861,CUST-10347,footwear,42.62,2026-04-27,1,0
RET-901811,CUST-12725,accessories,118.98,2026-04-14,1,0
RET-902211,CUST-10248,footwear,35.1,2026-04-16,1,0
RET-902341,CUST-13501,accessories,31.62,2026-04-14,1,0
RET-900473,CUST-12873,footwear,32.63,2026-05-04,1,0
RET-900246,CUST-10293,apparel,42.48,2026-04-23,1,0
RET-900200,CUST-12779,apparel,76.12,2026-04-02,1,0
RET-901951,CUST-12984,accessories,37.42,2026-04-15,1,0
RET-902455,CUST-11305,footwear,48.16,2026-04-12,1,0
RET-900180,CUST-10032,accessories,222.67,2026-04-01,1,0
RET-901288,CUST-11320,footwear,77.03,2026-05-11,1,0
RET-900349,CUST-13497,apparel,24.4,2026-04-03,1,0
RET-901860,CUST-11704,footwear,65.31,2026-04-09,1,0
RET-900600,CUST-10018,accessories,30.94,2026-04-11,1,0
RET-901404,CUST-13583,footwear,72.6,2026-04-04,1,0
RET-902106,CUST-11516,accessories,34.26,2026-04-27,1,0
RET-902019,CUST-10008,apparel,70.25,2026-04-05,1,0
RET-902148,CUST-10542,footwear,10.84,2026-04-14,1,0
RET-901971,CUST-10242,accessories,43.28,2026-05-07,1,0
RET-902160,CUST-11034,footwear,122.56,2026-05-05,1,0
RET-901730,CUST-11466,accessories,123.92,2026-05-07,1,0
RET-901136,CUST-13623,footwear,51.41,2026-04-14,1,0
RET-900344,CUST-11954,apparel,96.84,2026-04-13,1,0
RET-902547,CUST-12785,footwear,79.39,2026-04-01,1,0
RET-901028,CUST-12714,footwear,8.51,2026-04-01,1,0
RET-900601,CUST-13055,apparel,158.0,2026-04-24,1,0
RET-902194,CUST-12719,accessories,116.1,2026-05-08,1,0
RET-901463,CUST-13527,accessories,91.42,2026-05-05,1,0
RET-900372,CUST-13776,accessories,23.91,2026-05-01,1,0
RET-900816,CUST-11309,accessories,97.23,2026-04-16,1,0
RET-901907,CUST-10607,accessories,1.63,2026-04-24,1,0
RET-902326,CUST-13972,apparel,43.49,2026-04-06,1,0
RET-902287,CUST-11460,accessories,22.23,2026-04-03,1,0
RET-900316,CUST-10791,footwear,59.07,2026-04-29,1,0
RET-901118,CUST-10215,footwear,46.8,2026-04-26,1,0
RET-901516,CUST-10273,apparel,56.18,2026-04-03,1,0
RET-900826,CUST-11293,accessories,56.43,2026-04-02,1,0
RET-902124,CUST-11795,footwear,4.65,2026-04-01,1,0
RET-900966,CUST-13572,accessories,75.57,2026-05-08,1,0
RET-901459,CUST-13108,accessories,78.07,2026-04-26,1,0
RET-902662,CUST-12275,apparel,291.14,2026-04-19,1,0
RET-900990,CUST-12232,footwear,40.32,2026-04-20,1,0
RET-901440,CUST-11346,accessories,19.62,2026-05-04,1,0
RET-900282,CUST-13544,apparel,48.74,2026-04-29,1,0
RET-900185,CUST-11920,accessories,104.16,2026-04-15,1,0
RET-901061,CUST-10699,apparel,32.77,2026-05-12,1,0
RET-901079,CUST-13238,accessories,58.51,2026-05-12,1,0
RET-902392,CUST-12717,footwear,89.05,2026-04-30,1,0
RET-902109,CUST-11571,footwear,27.92,2026-04-28,1,0
RET-901164,CUST-12725,apparel,124.28,2026-04-28,1,0
RET-901215,CUST-12565,accessories,12.66,2026-04-15,1,0
RET-902155,CUST-13655,apparel,72.48,2026-05-10,1,0
RET-901376,CUST-11881,accessories,246.02,2026-04-22,1,0
RET-902050,CUST-10179,apparel,33.22,2026-05-11,1,0
RET-902484,CUST-13103,accessories,42.08,2026-05-05,1,0
RET-902691,CUST-13902,footwear,531.69,2026-04-03,1,0
RET-902104,CUST-11510,apparel,48.71,2026-04-16,1,0
RET-901293,CUST-13555,footwear,9.43,2026-05-01,1,0
RET-902436,CUST-13344,apparel,60.62,2026-04-01,1,0
RET-901460,CUST-12200,apparel,38.06,2026-04-04,1,0
RET-900547,CUST-12390,apparel,21.92,2026-05-04,1,0
RET-902438,CUST-13456,apparel,45.56,2026-05-09,1,0
RET-902439,CUST-13314,apparel,43.98,2026-04-16,1,0
RET-900868,CUST-13610,footwear,129.69,2026-04-26,1,0
RET-900606,CUST-13358,apparel,54.43,2026-04-28,1,0
RET-900665,CUST-12367,footwear,171.85,2026-05-10,1,0
RET-901368,CUST-11169,accessories,41.17,2026-04-17,1,0
RET-902319,CUST-10256,accessories,139.62,2026-04-28,1,0
RET-901104,CUST-12189,accessories,24.9,2026-04-15,1,0
RET-902591,CUST-12561,footwear,179.21,2026-04-30,1,0
RET-900510,CUST-10924,accessories,125.3,2026-04-29,1,0
RET-901733,CUST-11409,apparel,33.33,2026-05-04,1,0
RET-901347,CUST-12174,accessories,38.31,2026-05-02,1,0
RET-900287,CUST-10575,accessories,30.38,2026-04-11,1,0
RET-901050,CUST-11056,accessories,188.94,2026-04-29,1,0
RET-901686,CUST-13821,apparel,22.9,2026-04-20,1,0
RET-902685,CUST-11697,apparel,400.03,2026-04-07,1,0
RET-902674,CUST-12356,accessories,427.98,2026-05-10,1,0
RET-900305,CUST-12976,apparel,39.46,2026-04-21,1,0
RET-900315,CUST-11250,footwear,33.03,2026-04-21,1,0
RET-900071,CUST-12501,apparel,116.12,2026-04-08,1,0
RET-900308,CUST-10752,accessories,124.99,2026-05-12,1,0
RET-901400,CUST-13111,apparel,55.05,2026-04-13,1,0
RET-902338,CUST-10942,accessories,34.4,2026-05-03,1,0
RET-901436,CUST-13138,accessories,47.39,2026-05-12,1,0
RET-902683,CUST-11697,apparel,183.59,2026-05-10,1,0
RET-900683,CUST-11393,accessories,47.06,2026-04-15,1,0
RET-901304,CUST-13276,accessories,104.06,2026-04-16,1,0
RET-901155,CUST-10291,footwear,32.87,2026-05-11,1,0
RET-900914,CUST-10018,apparel,242.85,2026-04-25,1,0
RET-900334,CUST-12054,accessories,16.76,2026-05-01,1,0
RET-900123,CUST-13650,apparel,23.96,2026-05-06,1,0
RET-902036,CUST-10112,footwear,33.74,2026-04-09,1,0
RET-902305,CUST-10029,apparel,184.53,2026-04-24,1,0
RET-902079,CUST-10624,apparel,60.9,2026-04-01,1,0
RET-901011,CUST-11702,footwear,77.17,2026-04-02,1,0
RET-901726,CUST-11544,apparel,23.24,2026-05-06,1,0
RET-901948,CUST-12519,accessories,259.29,2026-04-02,1,0
RET-901856,CUST-12385,footwear,100.73,2026-04-09,1,0
RET-901302,CUST-12526,apparel,106.81,2026-05-07,1,0
RET-901830,CUST-13220,footwear,38.32,2026-05-01,1,0
RET-902597,CUST-11304,apparel,58.77,2026-04-26,1,0
RET-902371,CUST-12582,accessories,65.95,2026-05-01,1,0
RET-901315,CUST-13123,apparel,89.05,2026-04-30,1,0
RET-901915,CUST-10024,footwear,163.01,2026-04-01,1,0
RET-900784,CUST-12879,accessories,46.17,2026-05-08,1,0
RET-901078,CUST-12335,footwear,34.18,2026-04-24,1,0
RET-901925,CUST-10689,accessories,33.22,2026-04-07,1,0
RET-900036,CUST-11634,apparel,61.43,2026-04-24,1,0
RET-900117,CUST-13908,apparel,24.51,2026-04-13,1,0
RET-902054,CUST-11004,footwear,43.3,2026-04-12,1,0
RET-900807,CUST-13986,footwear,63.85,2026-05-02,1,0
RET-902133,CUST-10174,apparel,109.92,2026-04-07,1,0
RET-901362,CUST-11609,accessories,69.52,2026-05-09,1,0
RET-900598,CUST-10178,footwear,46.2,2026-05-05,1,0
RET-900491,CUST-12213,accessories,52.85,2026-04-17,1,0
RET-900614,CUST-13356,footwear,122.65,2026-05-01,1,0
RET-902561,CUST-13739,accessories,155.79,2026-04-17,1,0
RET-901311,CUST-13126,accessories,77.1,2026-04-12,1,0
RET-900758,CUST-11887,apparel,172.47,2026-04-20,1,0
RET-902630,CUST-12416,apparel,376.81,2026-05-03,1,0
RET-900925,CUST-12149,accessories,49.19,2026-05-08,1,0
RET-902510,CUST-11246,footwear,45.56,2026-04-21,1,0
RET-901524,CUST-10973,accessories,39.83,2026-05-05,1,0
RET-900272,CUST-10393,footwear,23.55,2026-04-20,1,0
RET-900571,CUST-12959,apparel,35.49,2026-04-19,1,0
RET-902446,CUST-13792,accessories,72.97,2026-05-05,1,0
RET-901008,CUST-10561,apparel,115.04,2026-04-09,1,0
RET-901111,CUST-13732,apparel,98.11,2026-04-15,1,0
RET-901751,CUST-13204,accessories,76.0,2026-04-01,1,0
RET-900166,CUST-11104,footwear,92.72,2026-05-09,1,0
RET-901419,CUST-12343,apparel,46.07,2026-04-08,1,0
RET-901706,CUST-13534,footwear,102.86,2026-04-15,1,0
RET-902418,CUST-13040,accessories,62.18,2026-04-05,1,0
RET-901228,CUST-11342,accessories,20.34,2026-05-04,1,0
RET-900716,CUST-12208,footwear,103.58,2026-04-13,1,0
RET-900739,CUST-10683,accessories,40.16,2026-05-08,1,0
RET-901298,CUST-10417,apparel,56.25,2026-04-19,1,0
RET-902094,CUST-11029,apparel,37.81,2026-04-21,1,0
RET-902489,CUST-12978,apparel,64.03,2026-04-28,1,0
RET-900825,CUST-11056,accessories,40.87,2026-04-19,1,0
RET-901924,CUST-12638,footwear,58.08,2026-05-01,1,0
RET-901101,CUST-11917,accessories,7.19,2026-05-09,1,0
RET-902090,CUST-10895,accessories,73.23,2026-04-07,1,0
RET-901760,CUST-11680,footwear,11.47,2026-04-21,1,0
RET-901933,CUST-10047,accessories,24.71,2026-04-09,1,0
RET-900688,CUST-11526,apparel,49.75,2026-05-08,1,0
RET-902114,CUST-13452,apparel,9.35,2026-04-17,1,0
RET-901824,CUST-12334,accessories,106.54,2026-05-04,1,0
RET-901177,CUST-13171,apparel,193.28,2026-04-27,1,0
RET-901352,CUST-10749,accessories,76.75,2026-04-11,1,0
RET-902270,CUST-13166,footwear,156.93,2026-04-09,1,0
RET-901667,CUST-10546,footwear,13.8,2026-04-12,1,0
RET-900215,CUST-13780,accessories,4.14,2026-05-12,1,0
RET-902590,CUST-10470,accessories,54.13,2026-04-14,1,0
RET-901729,CUST-10934,footwear,137.27,2026-04-08,1,0
RET-902550,CUST-12330,apparel,50.14,2026-05-09,1,0
RET-902316,CUST-13060,footwear,12.58,2026-04-25,1,0
RET-901493,CUST-13055,apparel,36.17,2026-04-06,1,0
RET-900615,CUST-13267,footwear,60.9,2026-04-18,1,0
RET-902025,CUST-13964,apparel,74.92,2026-04-26,1,0
RET-900292,CUST-11156,apparel,115.38,2026-05-11,1,0
RET-900459,CUST-10277,apparel,26.13,2026-04-30,1,0
RET-900034,CUST-11534,apparel,46.22,2026-05-12,1,0
RET-901828,CUST-13953,apparel,89.78,2026-04-03,1,0
RET-900542,CUST-12694,apparel,84.75,2026-04-15,1,0
RET-900928,CUST-12364,accessories,207.84,2026-05-07,1,0
RET-900269,CUST-12859,accessories,63.65,2026-05-02,1,0
RET-900256,CUST-10291,footwear,63.94,2026-05-11,1,0
RET-902384,CUST-11566,footwear,26.46,2026-05-05,1,0
RET-900370,CUST-13951,accessories,232.56,2026-04-12,1,0
RET-900080,CUST-10053,apparel,40.31,2026-04-20,1,0
RET-901294,CUST-11534,accessories,60.45,2026-04-04,1,0
RET-901920,CUST-11742,footwear,136.86,2026-04-29,1,0
RET-902356,CUST-12889,apparel,8.47,2026-05-08,1,0
RET-900496,CUST-12730,accessories,14.97,2026-04-05,1,0
RET-902055,CUST-11456,apparel,32.73,2026-04-12,1,0
RET-900728,CUST-13205,apparel,94.53,2026-04-04,1,0
RET-900627,CUST-12130,accessories,148.22,2026-04-13,1,0
RET-902100,CUST-11396,footwear,52.84,2026-04-27,1,0
RET-901630,CUST-10519,apparel,69.54,2026-04-11,1,0
RET-901424,CUST-13521,footwear,49.7,2026-04-08,1,0
RET-900829,CUST-11396,footwear,79.84,2026-05-02,1,0
RET-902444,CUST-10572,accessories,67.78,2026-04-10,1,0
RET-900445,CUST-10112,accessories,132.07,2026-05-11,1,0
RET-900539,CUST-10252,apparel,38.63,2026-04-24,1,0
RET-900122,CUST-12361,footwear,75.79,2026-04-27,1,0
RET-901864,CUST-13069,footwear,61.35,2026-05-02,1,0
RET-902624,CUST-12775,footwear,334.74,2026-04-26,1,0
RET-900977,CUST-12580,apparel,85.92,2026-04-09,1,0
RET-902315,CUST-11843,accessories,27.45,2026-04-18,1,0
RET-901041,CUST-11756,accessories,8.81,2026-04-16,1,0
RET-902022,CUST-13891,apparel,102.54,2026-05-05,1,0
RET-901490,CUST-11375,footwear,29.42,2026-04-24,1,0
RET-902195,CUST-13266,accessories,167.24,2026-04-08,1,0
RET-901818,CUST-12077,footwear,107.88,2026-04-22,1,0
RET-902473,CUST-13326,footwear,163.13,2026-04-12,1,0
RET-901253,CUST-12065,accessories,34.28,2026-05-10,1,0
RET-902173,CUST-11139,footwear,44.74,2026-04-08,1,0
RET-900432,CUST-12336,apparel,37.7,2026-05-03,1,0
RET-900061,CUST-13136,apparel,63.92,2026-05-06,1,0
RET-901713,CUST-12414,apparel,67.04,2026-04-03,1,0
RET-901143,CUST-12814,footwear,142.5,2026-04-16,1,0
RET-900275,CUST-11023,accessories,26.64,2026-04-21,1,0
RET-902202,CUST-12781,accessories,138.12,2026-04-14,1,0
RET-901796,CUST-12744,footwear,31.04,2026-04-20,1,0
RET-900143,CUST-13430,accessories,89.83,2026-04-20,1,0
RET-900611,CUST-12791,accessories,17.0,2026-04-03,1,0
RET-900781,CUST-12815,accessories,12.48,2026-04-23,1,0
RET-901950,CUST-13748,accessories,26.55,2026-04-22,1,0
RET-901264,CUST-10181,apparel,82.05,2026-04-25,1,0
RET-901165,CUST-13700,accessories,100.35,2026-04-06,1,0
RET-900776,CUST-12561,accessories,30.07,2026-04-21,1,0
RET-900173,CUST-13919,footwear,98.56,2026-04-24,1,0
RET-901166,CUST-10502,apparel,27.27,2026-04-30,1,0
RET-900502,CUST-12967,apparel,91.52,2026-05-01,1,0
RET-900645,CUST-10219,footwear,65.41,2026-05-11,1,0
RET-900317,CUST-13935,apparel,101.27,2026-04-25,1,0
RET-901980,CUST-11907,apparel,112.79,2026-04-08,1,0
RET-901931,CUST-11738,footwear,73.9,2026-05-03,1,0
RET-901960,CUST-13487,accessories,102.75,2026-05-10,1,0
RET-900038,CUST-13955,accessories,128.43,2026-04-14,1,0
RET-900335,CUST-13426,apparel,242.96,2026-04-09,1,0
RET-901031,CUST-13418,footwear,22.73,2026-05-01,1,0
RET-900631,CUST-12937,accessories,40.84,2026-05-11,1,0
RET-901329,CUST-12364,accessories,7.53,2026-04-01,1,0
RET-900540,CUST-11346,accessories,84.63,2026-04-13,1,0
RET-901842,CUST-11020,accessories,31.52,2026-04-04,1,0
RET-902187,CUST-12919,accessories,8.81,2026-05-03,1,0
RET-902352,CUST-13658,apparel,41.25,2026-05-09,1,0
RET-902128,CUST-10911,apparel,24.36,2026-04-03,1,0
RET-901308,CUST-13771,footwear,159.41,2026-04-25,1,0
RET-901247,CUST-13587,accessories,13.71,2026-04-02,1,0
RET-902499,CUST-11159,accessories,90.02,2026-04-13,1,0
RET-901226,CUST-13649,accessories,10.82,2026-04-27,1,0
RET-901230,CUST-10535,apparel,52.97,2026-05-02,1,0
RET-902215,CUST-12588,footwear,153.57,2026-04-02,1,0
RET-902701,CUST-12817,apparel,173.86,2026-04-23,1,0
RET-900006,CUST-10991,apparel,2.11,2026-04-28,1,0
RET-901998,CUST-11714,accessories,26.57,2026-04-11,1,0
RET-901504,CUST-10097,footwear,83.62,2026-05-10,1,0
RET-901445,CUST-12639,footwear,72.47,2026-04-13,1,0
RET-901976,CUST-13810,apparel,50.33,2026-05-04,1,0
RET-902716,CUST-12177,footwear,301.5,2026-04-04,1,0
RET-901649,CUST-12472,apparel,36.59,2026-05-02,1,0
RET-900242,CUST-10607,apparel,65.27,2026-04-27,1,0
RET-902157,CUST-10342,accessories,70.29,2026-04-21,1,0
RET-900568,CUST-13465,accessories,28.7,2026-04-10,1,0
RET-901581,CUST-13323,footwear,29.23,2026-05-09,1,0
RET-901945,CUST-10359,apparel,80.41,2026-05-01,1,0
RET-900217,CUST-12401,accessories,38.11,2026-04-10,1,0
RET-901487,CUST-12495,apparel,44.63,2026-04-05,1,0
RET-900648,CUST-11054,footwear,46.37,2026-04-15,1,0
RET-900391,CUST-10166,apparel,70.02,2026-04-01,1,0
RET-901594,CUST-11459,accessories,83.57,2026-05-10,1,0
RET-901250,CUST-12197,apparel,78.47,2026-04-28,1,0
RET-901353,CUST-11650,accessories,72.41,2026-05-06,1,0
RET-902363,CUST-11121,apparel,28.97,2026-04-14,1,0
RET-900756,CUST-12273,footwear,29.88,2026-04-17,1,0
RET-900145,CUST-12277,accessories,104.91,2026-05-08,1,0
RET-901208,CUST-10545,footwear,91.33,2026-05-04,1,0
RET-901930,CUST-10855,apparel,85.85,2026-05-06,1,0
RET-900288,CUST-10954,footwear,112.09,2026-05-04,1,0
RET-900033,CUST-11302,accessories,176.87,2026-04-04,1,0
RET-901782,CUST-12817,apparel,52.16,2026-04-13,1,0
RET-901944,CUST-11954,apparel,51.52,2026-05-08,1,0
RET-902667,CUST-11409,apparel,322.43,2026-04-21,1,0
RET-900559,CUST-10638,apparel,44.62,2026-04-03,1,0
RET-900744,CUST-13150,footwear,83.46,2026-04-03,1,0
RET-901815,CUST-12237,footwear,3.7,2026-04-13,1,0
RET-900058,CUST-12000,accessories,73.49,2026-04-10,1,0
RET-901236,CUST-10375,accessories,42.24,2026-04-14,1,0
RET-901142,CUST-12217,footwear,17.84,2026-04-06,1,0
RET-900220,CUST-11974,apparel,101.69,2026-04-24,1,0
RET-902646,CUST-13929,accessories,404.46,2026-04-14,1,0
RET-902271,CUST-10417,apparel,25.55,2026-04-25,1,0
RET-900231,CUST-13574,footwear,52.92,2026-04-10,1,0
RET-901835,CUST-10703,accessories,65.27,2026-04-29,1,0
RET-901102,CUST-11336,apparel,33.06,2026-04-03,1,0
RET-901486,CUST-12204,apparel,91.86,2026-04-08,1,0
RET-900146,CUST-12999,apparel,162.63,2026-05-11,1,0
RET-901312,CUST-12931,footwear,97.81,2026-04-05,1,0
RET-900856,CUST-13472,footwear,63.45,2026-04-24,1,0
RET-902601,CUST-10313,accessories,369.09,2026-05-04,1,0
RET-902540,CUST-12989,accessories,28.38,2026-05-08,1,0
RET-902164,CUST-10402,apparel,133.07,2026-05-09,1,0
RET-900083,CUST-12980,apparel,87.66,2026-04-14,1,0
RET-900659,CUST-11895,apparel,23.67,2026-04-18,1,0
RET-902162,CUST-11818,apparel,22.29,2026-05-07,1,0
RET-902350,CUST-10580,footwear,80.69,2026-04-22,1,0
RET-900243,CUST-11768,apparel,17.1,2026-05-12,1,0
RET-900733,CUST-13916,apparel,40.37,2026-04-09,1,0
RET-900770,CUST-10829,footwear,32.11,2026-04-26,1,0
RET-902204,CUST-13239,footwear,133.01,2026-04-17,1,0
RET-900338,CUST-10882,accessories,75.32,2026-04-14,1,0
RET-902118,CUST-11436,footwear,25.19,2026-04-02,1,0
RET-901582,CUST-13603,footwear,49.63,2026-04-15,1,0
RET-900284,CUST-11109,footwear,62.49,2026-05-07,1,0
RET-900181,CUST-10364,apparel,84.64,2026-04-03,1,0
RET-900794,CUST-10953,footwear,32.85,2026-04-19,1,0
RET-902297,CUST-10456,accessories,79.6,2026-05-03,1,0
RET-900008,CUST-11712,accessories,57.81,2026-04-26,1,0
RET-900575,CUST-12751,accessories,91.66,2026-04-22,1,0
RET-900268,CUST-12491,apparel,34.69,2026-05-11,1,0
RET-900107,CUST-12126,accessories,49.1,2026-05-03,1,0
RET-902177,CUST-12867,apparel,61.55,2026-04-18,1,0
RET-902699,CUST-12817,footwear,561.42,2026-05-04,1,0
RET-902380,CUST-10320,apparel,32.49,2026-04-24,1,0
RET-900454,CUST-12233,accessories,103.1,2026-04-06,1,0
RET-902119,CUST-13431,footwear,27.24,2026-04-10,1,0
RET-901695,CUST-11283,accessories,17.78,2026-04-16,1,0
RET-900303,CUST-12359,footwear,33.21,2026-05-06,1,0
RET-901689,CUST-10590,footwear,11.97,2026-04-19,1,0
RET-901321,CUST-10009,apparel,159.54,2026-04-06,1,0
RET-901455,CUST-10282,apparel,277.28,2026-05-03,1,0
RET-900785,CUST-10522,accessories,53.33,2026-04-13,1,0
RET-902377,CUST-12654,footwear,48.19,2026-04-20,1,0
