date,store_id,region,sku_id,sku_category,units_demand,units_sold,units_on_hand_eod,stockout_flag,replenishment_lead_time_days,demand_variance_tier
2025-11-15,S03,North,SKU-1001,Footwear-Running,19,19,111,0,3,low
2025-11-16,S03,North,SKU-1001,Footwear-Running,25,25,86,0,3,low
2025-11-17,S03,North,SKU-1001,Footwear-Running,14,14,72,0,3,low
2025-11-18,S03,North,SKU-1001,Footwear-Running,11,11,61,0,3,low
2025-11-19,S03,North,SKU-1001,Footwear-Running,12,12,49,0,3,low
2025-11-20,S03,North,SKU-1001,Footwear-Running,9,9,40,0,3,low
2025-11-21,S03,North,SKU-1001,Footwear-Running,14,14,26,0,3,low
2025-11-22,S03,North,SKU-1001,Footwear-Running,20,20,186,0,3,low
2025-11-23,S03,North,SKU-1001,Footwear-Running,20,20,166,0,3,low
2025-11-24,S03,North,SKU-1001,Footwear-Running,17,17,149,0,3,low
2025-11-25,S03,North,SKU-1001,Footwear-Running,18,18,131,0,3,low
2025-11-26,S03,North,SKU-1001,Footwear-Running,15,15,116,0,3,low
2025-11-27,S03,North,SKU-1001,Footwear-Running,10,10,106,0,3,low
2025-11-28,S03,North,SKU-1001,Footwear-Running,16,16,90,0,3,low
2025-11-29,S03,North,SKU-1001,Footwear-Running,23,23,67,0,3,low
2025-11-30,S03,North,SKU-1001,Footwear-Running,22,22,45,0,3,low
2025-12-01,S03,North,SKU-1001,Footwear-Running,22,22,23,0,3,low
2025-12-02,S03,North,SKU-1001,Footwear-Running,16,16,7,0,3,low
2025-12-03,S03,North,SKU-1001,Footwear-Running,25,25,162,0,3,low
2025-12-04,S03,North,SKU-1001,Footwear-Running,17,17,145,0,3,low
2025-12-05,S03,North,SKU-1001,Footwear-Running,22,22,123,0,3,low
2025-12-06,S03,North,SKU-1001,Footwear-Running,20,20,103,0,3,low
2025-12-07,S03,North,SKU-1001,Footwear-Running,23,23,80,0,3,low
2025-12-08,S03,North,SKU-1001,Footwear-Running,24,24,56,0,3,low
2025-12-09,S03,North,SKU-1001,Footwear-Running,19,19,37,0,3,low
2025-12-10,S03,North,SKU-1001,Footwear-Running,22,22,15,0,3,low
2025-12-11,S03,North,SKU-1001,Footwear-Running,20,20,175,0,3,low
2025-12-12,S03,North,SKU-1001,Footwear-Running,19,19,156,0,3,low
2025-12-13,S03,North,SKU-1001,Footwear-Running,33,33,123,0,3,low
2025-12-14,S03,North,SKU-1001,Footwear-Running,26,26,97,0,3,low
2025-12-15,S03,North,SKU-1001,Footwear-Running,14,14,83,0,3,low
2025-12-16,S03,North,SKU-1001,Footwear-Running,17,17,66,0,3,low
2025-12-17,S03,North,SKU-1001,Footwear-Running,21,21,45,0,3,low
2025-12-18,S03,North,SKU-1001,Footwear-Running,21,21,24,0,3,low
2025-12-19,S03,North,SKU-1001,Footwear-Running,15,15,9,0,3,low
2025-12-20,S03,North,SKU-1001,Footwear-Running,24,24,165,0,3,low
2025-12-21,S03,North,SKU-1001,Footwear-Running,25,25,140,0,3,low
2025-12-22,S03,North,SKU-1001,Footwear-Running,18,18,122,0,3,low
2025-12-23,S03,North,SKU-1001,Footwear-Running,15,15,107,0,3,low
2025-12-24,S03,North,SKU-1001,Footwear-Running,18,18,89,0,3,low
2025-12-25,S03,North,SKU-1001,Footwear-Running,17,17,72,0,3,low
2025-12-26,S03,North,SKU-1001,Footwear-Running,22,22,50,0,3,low
2025-12-27,S03,North,SKU-1001,Footwear-Running,31,31,19,0,3,low
2025-12-28,S03,North,SKU-1001,Footwear-Running,27,19,0,1,3,low
2025-12-29,S03,North,SKU-1001,Footwear-Running,18,18,162,0,3,low
2025-10-01,S03,North,SKU-1002,Footwear-Running,13,13,137,0,3,low
2025-10-02,S03,North,SKU-1002,Footwear-Running,12,12,125,0,3,low
2025-10-03,S03,North,SKU-1002,Footwear-Running,13,13,112,0,3,low
2025-10-04,S03,North,SKU-1002,Footwear-Running,19,19,93,0,3,low
2025-10-05,S03,North,SKU-1002,Footwear-Running,17,17,76,0,3,low
2025-10-06,S03,North,SKU-1002,Footwear-Running,15,15,61,0,3,low
2025-10-07,S03,North,SKU-1002,Footwear-Running,17,17,44,0,3,low
2025-10-08,S03,North,SKU-1002,Footwear-Running,11,11,33,0,3,low
2025-10-09,S03,North,SKU-1002,Footwear-Running,15,15,18,0,3,low
2025-10-10,S03,North,SKU-1002,Footwear-Running,15,15,183,0,3,low
2025-10-11,S03,North,SKU-1002,Footwear-Running,22,22,161,0,3,low
2025-10-12,S03,North,SKU-1002,Footwear-Running,21,21,140,0,3,low
2025-10-13,S03,North,SKU-1002,Footwear-Running,12,12,128,0,3,low
2025-10-14,S03,North,SKU-1002,Footwear-Running,12,12,116,0,3,low
2025-10-15,S03,North,SKU-1002,Footwear-Running,15,15,101,0,3,low
2025-10-16,S03,North,SKU-1002,Footwear-Running,17,17,84,0,3,low
2025-10-17,S03,North,SKU-1002,Footwear-Running,10,10,74,0,3,low
2025-10-18,S03,North,SKU-1002,Footwear-Running,22,22,52,0,3,low
2025-10-19,S03,North,SKU-1002,Footwear-Running,25,25,27,0,3,low
2025-10-20,S03,North,SKU-1002,Footwear-Running,15,15,12,0,3,low
2025-10-21,S03,North,SKU-1002,Footwear-Running,16,16,176,0,3,low
2025-10-22,S03,North,SKU-1002,Footwear-Running,13,13,163,0,3,low
2025-10-23,S03,North,SKU-1002,Footwear-Running,15,15,148,0,3,low
2025-10-24,S03,North,SKU-1002,Footwear-Running,11,11,137,0,3,low
2025-10-25,S03,North,SKU-1002,Footwear-Running,14,14,123,0,3,low
2025-10-26,S03,North,SKU-1002,Footwear-Running,24,24,99,0,3,low
2025-10-27,S03,North,SKU-1002,Footwear-Running,13,13,86,0,3,low
2025-10-28,S03,North,SKU-1002,Footwear-Running,14,14,72,0,3,low
2025-10-29,S03,North,SKU-1002,Footwear-Running,12,12,60,0,3,low
2025-10-30,S03,North,SKU-1002,Footwear-Running,12,12,48,0,3,low
2025-10-31,S03,North,SKU-1002,Footwear-Running,15,15,33,0,3,low
2025-11-01,S03,North,SKU-1002,Footwear-Running,19,19,14,0,3,low
2025-11-02,S03,North,SKU-1002,Footwear-Running,22,22,172,0,3,low
2025-11-03,S03,North,SKU-1002,Footwear-Running,16,16,156,0,3,low
2025-11-04,S03,North,SKU-1002,Footwear-Running,16,16,140,0,3,low
2025-11-05,S03,North,SKU-1002,Footwear-Running,16,16,124,0,3,low
2025-11-06,S03,North,SKU-1002,Footwear-Running,19,19,105,0,3,low
2025-11-07,S03,North,SKU-1002,Footwear-Running,13,13,92,0,3,low
2025-11-08,S03,North,SKU-1002,Footwear-Running,21,21,71,0,3,low
2025-11-09,S03,North,SKU-1002,Footwear-Running,25,25,46,0,3,low
2025-11-10,S03,North,SKU-1002,Footwear-Running,18,18,28,0,3,low
2025-11-11,S03,North,SKU-1002,Footwear-Running,12,12,16,0,3,low
2025-11-12,S03,North,SKU-1002,Footwear-Running,14,14,182,0,3,low
2025-11-13,S03,North,SKU-1002,Footwear-Running,18,18,164,0,3,low
2025-11-14,S03,North,SKU-1002,Footwear-Running,16,16,148,0,3,low
2025-11-15,S03,North,SKU-1002,Footwear-Running,22,22,126,0,3,low
2025-11-16,S03,North,SKU-1002,Footwear-Running,20,20,106,0,3,low
2025-11-17,S03,North,SKU-1002,Footwear-Running,14,14,92,0,3,low
2025-11-18,S03,North,SKU-1002,Footwear-Running,16,16,76,0,3,low
2025-11-19,S03,North,SKU-1002,Footwear-Running,14,14,62,0,3,low
2025-11-20,S03,North,SKU-1002,Footwear-Running,15,15,47,0,3,low
2025-11-21,S03,North,SKU-1002,Footwear-Running,15,15,32,0,3,low
2025-11-22,S03,North,SKU-1002,Footwear-Running,19,19,13,0,3,low
2025-11-23,S03,North,SKU-1002,Footwear-Running,23,23,170,0,3,low
2025-11-24,S03,North,SKU-1002,Footwear-Running,22,22,148,0,3,low
2025-11-25,S03,North,SKU-1002,Footwear-Running,11,11,137,0,3,low
2025-11-26,S03,North,SKU-1002,Footwear-Running,16,16,121,0,3,low
2025-11-27,S03,North,SKU-1002,Footwear-Running,13,13,108,0,3,low
2025-11-28,S03,North,SKU-1002,Footwear-Running,16,16,92,0,3,low
2025-11-29,S03,North,SKU-1002,Footwear-Running,21,21,71,0,3,low
2025-11-30,S03,North,SKU-1002,Footwear-Running,23,23,48,0,3,low
2025-12-01,S03,North,SKU-1002,Footwear-Running,23,23,25,0,3,low
2025-12-02,S03,North,SKU-1002,Footwear-Running,20,20,5,0,3,low
2025-12-03,S03,North,SKU-1002,Footwear-Running,23,23,162,0,3,low
2025-12-04,S03,North,SKU-1002,Footwear-Running,13,13,149,0,3,low
2025-12-05,S03,North,SKU-1002,Footwear-Running,24,24,125,0,3,low
2025-12-06,S03,North,SKU-1002,Footwear-Running,29,29,96,0,3,low
2025-12-07,S03,North,SKU-1002,Footwear-Running,32,32,64,0,3,low
2025-12-08,S03,North,SKU-1002,Footwear-Running,16,16,48,0,3,low
2025-12-09,S03,North,SKU-1002,Footwear-Running,17,17,31,0,3,low
2025-12-10,S03,North,SKU-1002,Footwear-Running,20,20,11,0,3,low
2025-12-11,S03,North,SKU-1002,Footwear-Running,19,19,172,0,3,low
2025-12-12,S03,North,SKU-1002,Footwear-Running,20,20,152,0,3,low
2025-12-13,S03,North,SKU-1002,Footwear-Running,32,32,120,0,3,low
2025-12-14,S03,North,SKU-1002,Footwear-Running,20,20,100,0,3,low
2025-12-15,S03,North,SKU-1002,Footwear-Running,22,22,78,0,3,low
2025-12-16,S03,North,SKU-1002,Footwear-Running,20,20,58,0,3,low
2025-12-17,S03,North,SKU-1002,Footwear-Running,19,19,39,0,3,low
2025-12-18,S03,North,SKU-1002,Footwear-Running,15,15,24,0,3,low
2025-12-19,S03,North,SKU-1002,Footwear-Running,21,21,183,0,3,low
2025-12-20,S03,North,SKU-1002,Footwear-Running,17,17,166,0,3,low
2025-12-21,S03,North,SKU-1002,Footwear-Running,30,30,136,0,3,low
2025-12-22,S03,North,SKU-1002,Footwear-Running,15,15,121,0,3,low
2025-12-23,S03,North,SKU-1002,Footwear-Running,20,20,101,0,3,low
2025-12-24,S03,North,SKU-1002,Footwear-Running,19,19,82,0,3,low
2025-12-25,S03,North,SKU-1002,Footwear-Running,23,23,59,0,3,low
2025-12-26,S03,North,SKU-1002,Footwear-Running,19,19,40,0,3,low
2025-12-27,S03,North,SKU-1002,Footwear-Running,24,24,16,0,3,low
2025-12-28,S03,North,SKU-1002,Footwear-Running,25,25,171,0,3,low
2025-12-29,S03,North,SKU-1002,Footwear-Running,23,23,148,0,3,low
2025-10-01,S03,North,SKU-1003,Footwear-Casual,10,10,80,0,3,low
2025-10-02,S03,North,SKU-1003,Footwear-Casual,8,8,72,0,3,low
2025-10-03,S03,North,SKU-1003,Footwear-Casual,9,9,63,0,3,low
2025-10-04,S03,North,SKU-1003,Footwear-Casual,10,10,53,0,3,low
2025-10-05,S03,North,SKU-1003,Footwear-Casual,13,13,40,0,3,low
2025-10-06,S03,North,SKU-1003,Footwear-Casual,7,7,33,0,3,low
2025-10-07,S03,North,SKU-1003,Footwear-Casual,10,10,23,0,3,low
2025-10-08,S03,North,SKU-1003,Footwear-Casual,9,9,14,0,3,low
2025-10-09,S03,North,SKU-1003,Footwear-Casual,12,12,110,0,3,low
2025-10-10,S03,North,SKU-1003,Footwear-Casual,8,8,102,0,3,low
2025-10-11,S03,North,SKU-1003,Footwear-Casual,12,12,90,0,3,low
2025-10-12,S03,North,SKU-1003,Footwear-Casual,16,16,74,0,3,low
2025-10-13,S03,North,SKU-1003,Footwear-Casual,11,11,63,0,3,low
2025-10-14,S03,North,SKU-1003,Footwear-Casual,8,8,55,0,3,low
2025-10-15,S03,North,SKU-1003,Footwear-Casual,9,9,46,0,3,low
2025-10-16,S03,North,SKU-1003,Footwear-Casual,9,9,37,0,3,low
2025-10-17,S03,North,SKU-1003,Footwear-Casual,9,9,28,0,3,low
2025-10-18,S03,North,SKU-1003,Footwear-Casual,11,11,17,0,3,low
2025-10-19,S03,North,SKU-1003,Footwear-Casual,12,12,5,0,3,low
2025-10-20,S03,North,SKU-1003,Footwear-Casual,7,7,106,0,3,low
2025-10-21,S03,North,SKU-1003,Footwear-Casual,9,9,97,0,3,low
2025-10-22,S03,North,SKU-1003,Footwear-Casual,10,10,87,0,3,low
2025-10-23,S03,North,SKU-1003,Footwear-Casual,9,9,78,0,3,low
2025-10-24,S03,North,SKU-1003,Footwear-Casual,7,7,71,0,3,low
2025-10-25,S03,North,SKU-1003,Footwear-Casual,14,14,57,0,3,low
2025-10-26,S03,North,SKU-1003,Footwear-Casual,13,13,44,0,3,low
2025-10-27,S03,North,SKU-1003,Footwear-Casual,8,8,36,0,3,low
2025-10-28,S03,North,SKU-1003,Footwear-Casual,9,9,27,0,3,low
2025-10-29,S03,North,SKU-1003,Footwear-Casual,7,7,20,0,3,low
2025-10-30,S03,North,SKU-1003,Footwear-Casual,8,8,12,0,3,low
2025-10-31,S03,North,SKU-1003,Footwear-Casual,8,8,112,0,3,low
2025-11-01,S03,North,SKU-1003,Footwear-Casual,15,15,97,0,3,low
2025-11-02,S03,North,SKU-1003,Footwear-Casual,11,11,86,0,3,low
2025-11-03,S03,North,SKU-1003,Footwear-Casual,10,10,76,0,3,low
2025-11-04,S03,North,SKU-1003,Footwear-Casual,8,8,68,0,3,low
2025-11-05,S03,North,SKU-1003,Footwear-Casual,9,9,59,0,3,low
2025-11-06,S03,North,SKU-1003,Footwear-Casual,9,9,50,0,3,low
2025-11-07,S03,North,SKU-1003,Footwear-Casual,10,10,40,0,3,low
2025-11-08,S03,North,SKU-1003,Footwear-Casual,12,12,28,0,3,low
2025-11-09,S03,North,SKU-1003,Footwear-Casual,10,10,18,0,3,low
2025-11-10,S03,North,SKU-1003,Footwear-Casual,7,7,11,0,3,low
2025-11-11,S03,North,SKU-1003,Footwear-Casual,8,8,111,0,3,low
2025-11-12,S03,North,SKU-1003,Footwear-Casual,7,7,104,0,3,low
2025-11-13,S03,North,SKU-1003,Footwear-Casual,10,10,94,0,3,low
2025-11-14,S03,North,SKU-1003,Footwear-Casual,8,8,86,0,3,low
2025-11-15,S03,North,SKU-1003,Footwear-Casual,17,17,69,0,3,low
2025-11-16,S03,North,SKU-1003,Footwear-Casual,9,9,60,0,3,low
2025-11-17,S03,North,SKU-1003,Footwear-Casual,9,9,51,0,3,low
2025-11-18,S03,North,SKU-1003,Footwear-Casual,7,7,44,0,3,low
2025-11-19,S03,North,SKU-1003,Footwear-Casual,8,8,36,0,3,low
2025-11-20,S03,North,SKU-1003,Footwear-Casual,9,9,27,0,3,low
2025-11-21,S03,North,SKU-1003,Footwear-Casual,6,6,21,0,3,low
2025-11-22,S03,North,SKU-1003,Footwear-Casual,13,13,8,0,3,low
2025-11-23,S03,North,SKU-1003,Footwear-Casual,16,16,100,0,3,low
2025-11-24,S03,North,SKU-1003,Footwear-Casual,8,8,92,0,3,low
2025-11-25,S03,North,SKU-1003,Footwear-Casual,9,9,83,0,3,low
2025-11-26,S03,North,SKU-1003,Footwear-Casual,10,10,73,0,3,low
2025-11-27,S03,North,SKU-1003,Footwear-Casual,9,9,64,0,3,low
2025-11-28,S03,North,SKU-1003,Footwear-Casual,8,8,56,0,3,low
2025-11-29,S03,North,SKU-1003,Footwear-Casual,8,8,48,0,3,low
2025-11-30,S03,North,SKU-1003,Footwear-Casual,14,14,34,0,3,low
2025-12-01,S03,North,SKU-1003,Footwear-Casual,12,12,22,0,3,low
2025-12-02,S03,North,SKU-1003,Footwear-Casual,10,10,12,0,3,low
2025-12-03,S03,North,SKU-1003,Footwear-Casual,12,12,108,0,3,low
2025-12-04,S03,North,SKU-1003,Footwear-Casual,11,11,97,0,3,low
2025-12-05,S03,North,SKU-1003,Footwear-Casual,11,11,86,0,3,low
2025-12-06,S03,North,SKU-1003,Footwear-Casual,18,18,68,0,3,low
2025-12-07,S03,North,SKU-1003,Footwear-Casual,13,13,55,0,3,low
2025-12-08,S03,North,SKU-1003,Footwear-Casual,14,14,41,0,3,low
2025-12-09,S03,North,SKU-1003,Footwear-Casual,9,9,32,0,3,low
2025-12-10,S03,North,SKU-1003,Footwear-Casual,11,11,21,0,3,low
2025-12-11,S03,North,SKU-1003,Footwear-Casual,15,15,6,0,3,low
2025-12-12,S03,North,SKU-1003,Footwear-Casual,14,14,100,0,3,low
2025-12-13,S03,North,SKU-1003,Footwear-Casual,17,17,83,0,3,low
2025-12-14,S03,North,SKU-1003,Footwear-Casual,14,14,69,0,3,low
2025-12-15,S03,North,SKU-1003,Footwear-Casual,11,11,58,0,3,low
2025-12-16,S03,North,SKU-1003,Footwear-Casual,12,12,46,0,3,low
2025-12-17,S03,North,SKU-1003,Footwear-Casual,12,12,34,0,3,low
2025-12-18,S03,North,SKU-1003,Footwear-Casual,12,12,22,0,3,low
2025-12-19,S03,North,SKU-1003,Footwear-Casual,12,12,10,0,3,low
2025-12-20,S03,North,SKU-1003,Footwear-Casual,16,16,102,0,3,low
2025-12-21,S03,North,SKU-1003,Footwear-Casual,13,13,89,0,3,low
2025-12-22,S03,North,SKU-1003,Footwear-Casual,11,11,78,0,3,low
2025-12-23,S03,North,SKU-1003,Footwear-Casual,13,13,65,0,3,low
2025-12-24,S03,North,SKU-1003,Footwear-Casual,9,9,56,0,3,low
2025-12-25,S03,North,SKU-1003,Footwear-Casual,11,11,45,0,3,low
2025-12-26,S03,North,SKU-1003,Footwear-Casual,10,10,35,0,3,low
2025-12-27,S03,North,SKU-1003,Footwear-Casual,17,17,18,0,3,low
2025-12-28,S03,North,SKU-1003,Footwear-Casual,15,15,3,0,3,low
2025-12-29,S03,North,SKU-1003,Footwear-Casual,14,14,97,0,3,low
2025-10-01,S03,North,SKU-1004,Footwear-Casual,12,12,138,0,3,low
2025-10-02,S03,North,SKU-1004,Footwear-Casual,17,17,121,0,3,low
2025-10-03,S03,North,SKU-1004,Footwear-Casual,13,13,108,0,3,low
2025-10-04,S03,North,SKU-1004,Footwear-Casual,19,19,89,0,3,low
2025-10-05,S03,North,SKU-1004,Footwear-Casual,22,22,67,0,3,low
2025-10-06,S03,North,SKU-1004,Footwear-Casual,14,14,53,0,3,low
2025-10-07,S03,North,SKU-1004,Footwear-Casual,17,17,36,0,3,low
2025-10-08,S03,North,SKU-1004,Footwear-Casual,13,13,23,0,3,low
2025-10-09,S03,North,SKU-1004,Footwear-Casual,14,14,189,0,3,low
2025-10-10,S03,North,SKU-1004,Footwear-Casual,14,14,175,0,3,low
2025-10-11,S03,North,SKU-1004,Footwear-Casual,19,19,156,0,3,low
2025-10-12,S03,North,SKU-1004,Footwear-Casual,24,24,132,0,3,low
2025-10-13,S03,North,SKU-1004,Footwear-Casual,16,16,116,0,3,low
2025-10-14,S03,North,SKU-1004,Footwear-Casual,19,19,97,0,3,low
2025-10-15,S03,North,SKU-1004,Footwear-Casual,20,20,77,0,3,low
2025-10-16,S03,North,SKU-1004,Footwear-Casual,13,13,64,0,3,low
2025-10-17,S03,North,SKU-1004,Footwear-Casual,15,15,49,0,3,low
2025-10-18,S03,North,SKU-1004,Footwear-Casual,17,17,32,0,3,low
2025-10-19,S03,North,SKU-1004,Footwear-Casual,19,19,13,0,3,low
2025-10-20,S03,North,SKU-1004,Footwear-Casual,14,14,179,0,3,low
2025-10-21,S03,North,SKU-1004,Footwear-Casual,13,13,166,0,3,low
2025-10-22,S03,North,SKU-1004,Footwear-Casual,13,13,153,0,3,low
2025-10-23,S03,North,SKU-1004,Footwear-Casual,15,15,138,0,3,low
2025-10-24,S03,North,SKU-1004,Footwear-Casual,12,12,126,0,3,low
2025-10-25,S03,North,SKU-1004,Footwear-Casual,24,24,102,0,3,low
2025-10-26,S03,North,SKU-1004,Footwear-Casual,18,18,84,0,3,low
2025-10-27,S03,North,SKU-1004,Footwear-Casual,21,21,63,0,3,low
2025-10-28,S03,North,SKU-1004,Footwear-Casual,14,14,49,0,3,low
2025-10-29,S03,North,SKU-1004,Footwear-Casual,15,15,34,0,3,low
2025-10-30,S03,North,SKU-1004,Footwear-Casual,12,12,22,0,3,low
2025-10-31,S03,North,SKU-1004,Footwear-Casual,19,19,183,0,3,low
2025-11-01,S03,North,SKU-1004,Footwear-Casual,25,25,158,0,3,low
2025-11-02,S03,North,SKU-1004,Footwear-Casual,22,22,136,0,3,low
2025-11-03,S03,North,SKU-1004,Footwear-Casual,12,12,124,0,3,low
2025-11-04,S03,North,SKU-1004,Footwear-Casual,15,15,109,0,3,low
2025-11-05,S03,North,SKU-1004,Footwear-Casual,12,12,97,0,3,low
2025-11-06,S03,North,SKU-1004,Footwear-Casual,18,18,79,0,3,low
2025-11-07,S03,North,SKU-1004,Footwear-Casual,17,17,62,0,3,low
2025-11-08,S03,North,SKU-1004,Footwear-Casual,21,21,41,0,3,low
2025-11-09,S03,North,SKU-1004,Footwear-Casual,13,13,28,0,3,low
2025-11-10,S03,North,SKU-1004,Footwear-Casual,13,13,15,0,3,low
2025-11-11,S03,North,SKU-1004,Footwear-Casual,17,17,178,0,3,low
2025-11-12,S03,North,SKU-1004,Footwear-Casual,18,18,160,0,3,low
2025-11-13,S03,North,SKU-1004,Footwear-Casual,17,17,143,0,3,low
2025-11-14,S03,North,SKU-1004,Footwear-Casual,11,11,132,0,3,low
2025-11-15,S03,North,SKU-1004,Footwear-Casual,22,22,110,0,3,low
2025-11-16,S03,North,SKU-1004,Footwear-Casual,24,24,86,0,3,low
2025-11-17,S03,North,SKU-1004,Footwear-Casual,11,11,75,0,3,low
2025-11-18,S03,North,SKU-1004,Footwear-Casual,15,15,60,0,3,low
2025-11-19,S03,North,SKU-1004,Footwear-Casual,16,16,44,0,3,low
2025-11-20,S03,North,SKU-1004,Footwear-Casual,14,14,30,0,3,low
2025-11-21,S03,North,SKU-1004,Footwear-Casual,11,11,19,0,3,low
2025-11-22,S03,North,SKU-1004,Footwear-Casual,20,20,179,0,3,low
2025-11-23,S03,North,SKU-1004,Footwear-Casual,20,20,159,0,3,low
2025-11-24,S03,North,SKU-1004,Footwear-Casual,15,15,144,0,3,low
2025-11-25,S03,North,SKU-1004,Footwear-Casual,14,14,130,0,3,low
2025-11-26,S03,North,SKU-1004,Footwear-Casual,14,14,116,0,3,low
2025-11-27,S03,North,SKU-1004,Footwear-Casual,15,15,101,0,3,low
2025-11-28,S03,North,SKU-1004,Footwear-Casual,16,16,85,0,3,low
2025-11-29,S03,North,SKU-1004,Footwear-Casual,20,20,65,0,3,low
2025-11-30,S03,North,SKU-1004,Footwear-Casual,20,20,45,0,3,low
2025-12-01,S03,North,SKU-1004,Footwear-Casual,20,20,25,0,3,low
2025-12-02,S03,North,SKU-1004,Footwear-Casual,14,14,11,0,3,low
2025-12-03,S03,North,SKU-1004,Footwear-Casual,21,21,170,0,3,low
2025-12-04,S03,North,SKU-1004,Footwear-Casual,19,19,151,0,3,low
2025-12-05,S03,North,SKU-1004,Footwear-Casual,20,20,131,0,3,low
2025-12-06,S03,North,SKU-1004,Footwear-Casual,31,31,100,0,3,low
2025-12-07,S03,North,SKU-1004,Footwear-Casual,19,19,81,0,3,low
2025-12-08,S03,North,SKU-1004,Footwear-Casual,14,14,67,0,3,low
2025-12-09,S03,North,SKU-1004,Footwear-Casual,20,20,47,0,3,low
2025-12-10,S03,North,SKU-1004,Footwear-Casual,19,19,28,0,3,low
2025-12-11,S03,North,SKU-1004,Footwear-Casual,20,20,8,0,3,low
2025-12-12,S03,North,SKU-1004,Footwear-Casual,18,18,170,0,3,low
2025-12-13,S03,North,SKU-1004,Footwear-Casual,30,30,140,0,3,low
2025-12-14,S03,North,SKU-1004,Footwear-Casual,31,31,109,0,3,low
2025-12-15,S03,North,SKU-1004,Footwear-Casual,21,21,88,0,3,low
2025-12-16,S03,North,SKU-1004,Footwear-Casual,19,19,69,0,3,low
2025-12-17,S03,North,SKU-1004,Footwear-Casual,13,13,56,0,3,low
2025-12-18,S03,North,SKU-1004,Footwear-Casual,22,22,34,0,3,low
2025-12-19,S03,North,SKU-1004,Footwear-Casual,23,23,11,0,3,low
2025-12-20,S03,North,SKU-1004,Footwear-Casual,30,30,161,0,3,low
2025-12-21,S03,North,SKU-1004,Footwear-Casual,24,24,137,0,3,low
2025-12-22,S03,North,SKU-1004,Footwear-Casual,21,21,116,0,3,low
2025-12-23,S03,North,SKU-1004,Footwear-Casual,22,22,94,0,3,low
2025-12-24,S03,North,SKU-1004,Footwear-Casual,24,24,70,0,3,low
2025-12-25,S03,North,SKU-1004,Footwear-Casual,17,17,53,0,3,low
2025-12-26,S03,North,SKU-1004,Footwear-Casual,19,19,34,0,3,low
2025-12-27,S03,North,SKU-1004,Footwear-Casual,30,30,4,0,3,low
2025-12-28,S03,North,SKU-1004,Footwear-Casual,28,28,156,0,3,low
2025-12-29,S03,North,SKU-1004,Footwear-Casual,16,16,140,0,3,low
2025-10-01,S03,North,SKU-2001,Apparel-Outerwear,17,17,143,0,3,low
2025-10-02,S03,North,SKU-2001,Apparel-Outerwear,17,17,126,0,3,low
2025-10-03,S03,North,SKU-2001,Apparel-Outerwear,16,16,110,0,3,low
2025-10-04,S03,North,SKU-2001,Apparel-Outerwear,23,23,87,0,3,low
2025-10-05,S03,North,SKU-2001,Apparel-Outerwear,22,22,65,0,3,low
2025-10-06,S03,North,SKU-2001,Apparel-Outerwear,20,20,45,0,3,low
2025-10-07,S03,North,SKU-2001,Apparel-Outerwear,14,14,31,0,3,low
2025-10-08,S03,North,SKU-2001,Apparel-Outerwear,15,15,16,0,3,low
2025-10-09,S03,North,SKU-2001,Apparel-Outerwear,16,16,192,0,3,low
2025-10-10,S03,North,SKU-2001,Apparel-Outerwear,18,18,174,0,3,low
2025-10-11,S03,North,SKU-2001,Apparel-Outerwear,17,17,157,0,3,low
2025-10-12,S03,North,SKU-2001,Apparel-Outerwear,18,18,139,0,3,low
2025-10-13,S03,North,SKU-2001,Apparel-Outerwear,11,11,128,0,3,low
2025-10-14,S03,North,SKU-2001,Apparel-Outerwear,16,16,112,0,3,low
2025-10-15,S03,North,SKU-2001,Apparel-Outerwear,13,13,99,0,3,low
2025-10-16,S03,North,SKU-2001,Apparel-Outerwear,15,15,84,0,3,low
2025-10-17,S03,North,SKU-2001,Apparel-Outerwear,18,18,66,0,3,low
2025-10-18,S03,North,SKU-2001,Apparel-Outerwear,20,20,46,0,3,low
2025-10-19,S03,North,SKU-2001,Apparel-Outerwear,23,23,23,0,3,low
2025-10-20,S03,North,SKU-2001,Apparel-Outerwear,15,15,8,0,3,low
2025-10-21,S03,North,SKU-2001,Apparel-Outerwear,18,18,182,0,3,low
2025-10-22,S03,North,SKU-2001,Apparel-Outerwear,17,17,165,0,3,low
2025-10-23,S03,North,SKU-2001,Apparel-Outerwear,14,14,151,0,3,low
2025-10-24,S03,North,SKU-2001,Apparel-Outerwear,16,16,135,0,3,low
2025-10-25,S03,North,SKU-2001,Apparel-Outerwear,26,26,109,0,3,low
2025-10-26,S03,North,SKU-2001,Apparel-Outerwear,24,24,85,0,3,low
2025-10-27,S03,North,SKU-2001,Apparel-Outerwear,13,13,72,0,3,low
2025-10-28,S03,North,SKU-2001,Apparel-Outerwear,18,18,54,0,3,low
2025-10-29,S03,North,SKU-2001,Apparel-Outerwear,13,13,41,0,3,low
2025-10-30,S03,North,SKU-2001,Apparel-Outerwear,19,19,22,0,3,low
2025-10-31,S03,North,SKU-2001,Apparel-Outerwear,18,18,196,0,3,low
2025-11-01,S03,North,SKU-2001,Apparel-Outerwear,23,23,173,0,3,low
2025-11-02,S03,North,SKU-2001,Apparel-Outerwear,23,23,150,0,3,low
2025-11-03,S03,North,SKU-2001,Apparel-Outerwear,15,15,135,0,3,low
