invoice_id,vendor_id,vendor_tenure_months,amount,invoice_date,po_match_status,variance_pct,is_duplicate_suspect,autonomy_tier,cost_manual_baseline,cost_with_agent
AP-600306,V1172,28,6992.84,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600307,V1161,84,94.23,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600308,V1109,47,204.91,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600309,V1164,47,1172.06,2026-06-23,matched_variance,7.1,False,2,14.0,8.0
AP-600310,V1050,53,4449.55,2026-06-06,matched_exact,0.0,False,4,14.0,0.5
AP-600311,V1213,35,1905.16,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600312,V1068,6,11067.12,2026-06-27,matched_exact,0.0,False,3,14.0,2.0
AP-600313,V1209,42,3679.19,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600314,V1023,58,923.91,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600315,V1107,88,3768.34,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600316,V1175,83,7425.16,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600317,V1023,58,3359.27,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600318,V1215,45,23411.84,2026-06-02,no_po,,False,1,14.0,14.0
AP-600319,V1034,14,846.78,2026-06-11,matched_exact,0.0,False,4,14.0,0.5
AP-600320,V1117,15,34360.03,2026-06-12,matched_exact,0.0,False,3,14.0,2.0
AP-600321,V1036,4,5600.88,2026-06-10,matched_exact,0.0,False,2,14.0,8.0
AP-600322,V1122,93,319.1,2026-06-27,matched_exact,0.0,False,4,14.0,0.5
AP-600323,V1218,2,1613.46,2026-06-10,matched_exact,0.0,False,2,14.0,8.0
AP-600324,V1193,81,2070.6,2026-06-02,matched_variance,4.4,False,3,14.0,2.0
AP-600325,V1046,61,5784.91,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600326,V1191,92,5108.52,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600327,V1158,74,981.77,2026-06-25,matched_exact,0.0,False,4,14.0,0.5
AP-600328,V1114,48,1821.11,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600329,V1043,34,6349.56,2026-06-10,no_po,,False,1,14.0,14.0
AP-600330,V1125,72,519.18,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600331,V1137,89,3773.88,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600332,V1027,35,792.64,2026-06-04,matched_variance,8.7,False,2,14.0,8.0
AP-600333,V1108,22,8890.71,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600334,V1030,43,13177.56,2026-06-03,matched_exact,0.0,False,3,14.0,2.0
AP-600335,V1058,95,7674.21,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600336,V1020,70,4962.75,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600337,V1020,70,1629.76,2026-06-07,matched_exact,0.0,False,4,14.0,0.5
AP-600338,V1024,93,6742.34,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600339,V1089,16,2459.01,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600340,V1105,46,3653.68,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600341,V1199,38,4135.3,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600342,V1060,70,3627.17,2026-06-07,matched_exact,0.0,False,4,14.0,0.5
AP-600343,V1015,9,209.39,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600344,V1163,53,5240.84,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600345,V1102,94,2648.08,2026-06-19,no_po,,False,1,14.0,14.0
AP-600346,V1008,92,3351.9,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600347,V1004,76,71510.52,2026-06-12,matched_exact,0.0,False,2,14.0,8.0
AP-600348,V1119,62,5083.92,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600349,V1124,49,3159.4,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600350,V1072,42,864.01,2026-06-07,matched_exact,0.0,False,4,14.0,0.5
AP-600351,V1102,94,6100.29,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600352,V1078,69,639.59,2026-06-28,no_po,,False,1,14.0,14.0
AP-600353,V1048,53,547.54,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600354,V1162,59,6427.0,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600355,V1025,13,5841.58,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600356,V1041,33,8891.9,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600357,V1021,73,1379.73,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600358,V1200,91,12862.25,2026-06-18,matched_exact,0.0,False,3,14.0,2.0
AP-600359,V1037,84,691.37,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600360,V1127,12,1908.13,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600361,V1195,42,4621.25,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600362,V1156,20,368.02,2026-06-29,matched_variance,1.1,True,1,14.0,14.0
AP-600363,V1173,52,524.37,2026-06-11,matched_exact,0.0,False,4,14.0,0.5
AP-600364,V1046,61,9270.24,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600365,V1204,72,1056.77,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600366,V1056,44,584.3,2026-06-13,no_po,,False,1,14.0,14.0
AP-600367,V1003,53,43408.89,2026-06-01,matched_exact,0.0,False,3,14.0,2.0
AP-600368,V1193,81,2434.49,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600369,V1007,32,3290.17,2026-06-21,matched_variance,6.8,False,2,14.0,8.0
AP-600370,V1166,6,1006.78,2026-06-20,no_po,,False,1,14.0,14.0
AP-600371,V1087,45,1561.15,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600372,V1108,22,3766.57,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600373,V1218,2,6809.48,2026-06-07,matched_exact,0.0,False,2,14.0,8.0
AP-600374,V1185,27,4658.39,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600375,V1199,38,154.16,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600376,V1138,5,3964.89,2026-06-25,matched_exact,0.0,False,2,14.0,8.0
AP-600377,V1120,85,424.92,2026-06-17,matched_exact,0.0,False,4,14.0,0.5
AP-600378,V1004,76,2067.05,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600379,V1021,73,15985.28,2026-06-18,matched_exact,0.0,False,3,14.0,2.0
AP-600380,V1212,25,3514.69,2026-06-07,matched_exact,0.0,False,4,14.0,0.5
AP-600381,V1066,32,1264.1,2026-06-21,matched_variance,3.5,False,3,14.0,2.0
AP-600382,V1038,18,555.0,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600383,V1160,82,1448.29,2026-06-20,matched_variance,7.8,False,2,14.0,8.0
AP-600384,V1120,85,327.71,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600385,V1162,59,5897.79,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600386,V1091,73,1610.82,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600387,V1094,30,1627.69,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600388,V1097,7,769.09,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600389,V1072,42,1810.08,2026-06-07,no_po,,False,1,14.0,14.0
AP-600390,V1055,38,271.27,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600391,V1007,32,335.03,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600392,V1039,16,1116.22,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600393,V1198,75,2033.66,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600394,V1218,2,2407.53,2026-06-03,matched_exact,0.0,False,2,14.0,8.0
AP-600395,V1008,92,263.55,2026-06-16,matched_exact,0.0,False,4,14.0,0.5
AP-600396,V1082,61,944.13,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600397,V1145,72,19065.62,2026-06-13,matched_exact,0.0,False,3,14.0,2.0
AP-600398,V1187,29,58169.06,2026-06-06,matched_exact,0.0,False,2,14.0,8.0
AP-600399,V1041,33,2213.77,2026-06-08,no_po,,False,1,14.0,14.0
AP-600400,V1076,79,6686.72,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600401,V1073,77,949.42,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600402,V1027,35,15035.44,2026-06-08,matched_exact,0.0,False,3,14.0,2.0
AP-600403,V1152,76,1218.52,2026-06-10,matched_variance,5.4,False,2,14.0,8.0
AP-600404,V1141,75,8879.61,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600405,V1043,34,5586.6,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600406,V1206,81,429.01,2026-06-06,matched_exact,0.0,False,4,14.0,0.5
AP-600407,V1088,94,1152.79,2026-06-27,matched_exact,0.0,False,4,14.0,0.5
AP-600408,V1192,74,6507.15,2026-06-16,matched_exact,0.0,False,4,14.0,0.5
AP-600409,V1191,92,157.03,2026-06-14,matched_variance,1.4,False,3,14.0,2.0
AP-600410,V1166,6,2819.28,2026-06-18,no_po,,True,1,14.0,14.0
AP-600411,V1050,53,161.66,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600412,V1042,25,17588.4,2026-06-11,matched_exact,0.0,False,3,14.0,2.0
AP-600413,V1033,68,4125.07,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600414,V1026,74,1218.23,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600415,V1084,11,5178.46,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600416,V1075,42,5903.85,2026-06-01,no_po,,False,1,14.0,14.0
AP-600417,V1183,5,4533.06,2026-06-08,matched_exact,0.0,False,2,14.0,8.0
AP-600418,V1159,31,1469.59,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600419,V1039,16,11425.95,2026-06-14,matched_variance,2.1,False,3,14.0,2.0
AP-600420,V1040,44,7624.79,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600421,V1163,53,2617.0,2026-06-17,no_po,,False,1,14.0,14.0
AP-600422,V1045,37,430.6,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600423,V1110,1,1018.31,2026-06-12,matched_exact,0.0,False,2,14.0,8.0
AP-600424,V1166,6,7746.79,2026-06-01,matched_variance,1.1,False,3,14.0,2.0
AP-600425,V1166,6,688.9,2026-06-04,matched_variance,0.9,False,3,14.0,2.0
AP-600426,V1080,77,2227.32,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600427,V1183,5,3054.51,2026-06-22,matched_exact,0.0,False,2,14.0,8.0
AP-600428,V1025,13,686.63,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600429,V1100,24,492.54,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600430,V1013,77,1009.46,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600431,V1083,60,11985.53,2026-06-27,matched_exact,0.0,False,3,14.0,2.0
AP-600432,V1193,81,2788.12,2026-06-06,matched_exact,0.0,False,4,14.0,0.5
AP-600433,V1060,70,3315.77,2026-06-06,no_po,,False,1,14.0,14.0
AP-600434,V1045,37,6222.7,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600435,V1056,44,17854.05,2026-06-05,matched_exact,0.0,False,3,14.0,2.0
AP-600436,V1026,74,1273.28,2026-06-25,matched_variance,1.2,False,3,14.0,2.0
AP-600437,V1020,70,9827.21,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600438,V1080,77,5155.54,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600439,V1081,20,44602.2,2026-06-13,matched_exact,0.0,False,3,14.0,2.0
AP-600440,V1033,68,1203.71,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600441,V1054,92,5192.54,2026-06-06,no_po,,False,1,14.0,14.0
AP-600442,V1115,78,11932.92,2026-06-11,matched_exact,0.0,False,3,14.0,2.0
AP-600443,V1120,85,341.74,2026-06-22,matched_variance,4.0,False,3,14.0,2.0
AP-600444,V1186,62,3261.24,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600445,V1039,16,5398.39,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600446,V1014,18,3118.2,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600447,V1023,58,779.88,2026-06-20,no_po,,False,1,14.0,14.0
AP-600448,V1054,92,7775.18,2026-06-11,matched_variance,6.5,False,2,14.0,8.0
AP-600449,V1068,6,1301.41,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600450,V1038,18,28138.02,2026-06-05,matched_exact,0.0,False,3,14.0,2.0
AP-600451,V1000,6,1965.48,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600452,V1003,53,310.39,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600453,V1165,65,2527.8,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600454,V1045,37,808.07,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600455,V1159,31,735.65,2026-06-29,no_po,,False,1,14.0,14.0
AP-600456,V1202,37,2164.5,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600457,V1083,60,2013.07,2026-06-03,matched_variance,4.5,False,3,14.0,2.0
AP-600458,V1081,20,8083.93,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600459,V1066,32,15008.65,2026-06-10,matched_exact,0.0,False,3,14.0,2.0
AP-600460,V1105,46,1581.81,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600461,V1076,79,27990.52,2026-06-29,matched_exact,0.0,False,3,14.0,2.0
AP-600462,V1199,38,78774.29,2026-06-14,no_po,,False,1,14.0,14.0
AP-600463,V1195,42,1955.59,2026-06-18,matched_variance,4.6,False,3,14.0,2.0
AP-600464,V1189,12,340.91,2026-06-07,matched_exact,0.0,False,4,14.0,0.5
AP-600465,V1032,20,5080.51,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600466,V1039,16,51277.5,2026-06-20,matched_exact,0.0,False,2,14.0,8.0
AP-600467,V1215,45,3028.47,2026-06-23,matched_exact,0.0,False,4,14.0,0.5
AP-600468,V1196,22,5184.67,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600469,V1030,43,4560.41,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600470,V1071,26,1406.78,2026-06-25,no_po,,False,1,14.0,14.0
AP-600471,V1144,15,674.75,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600472,V1072,42,916.85,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600473,V1198,75,575.39,2026-06-18,matched_variance,5.7,False,2,14.0,8.0
AP-600474,V1157,24,532.6,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600475,V1109,47,1405.77,2026-06-29,no_po,,False,1,14.0,14.0
AP-600476,V1200,91,2200.71,2026-06-16,matched_variance,1.8,False,3,14.0,2.0
AP-600477,V1156,20,2676.02,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600478,V1035,16,4230.6,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600479,V1074,40,2879.09,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600480,V1214,61,2845.77,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600481,V1012,32,11566.92,2026-06-17,matched_exact,0.0,False,3,14.0,2.0
AP-600482,V1061,9,792.15,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600483,V1079,93,5243.84,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600484,V1152,76,4451.43,2026-06-08,matched_variance,7.8,False,2,14.0,8.0
AP-600485,V1153,80,6426.62,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600486,V1055,38,12554.49,2026-06-24,matched_exact,0.0,True,1,14.0,14.0
AP-600487,V1179,90,2360.73,2026-06-17,matched_exact,0.0,False,4,14.0,0.5
AP-600488,V1017,36,1226.54,2026-06-08,matched_exact,0.0,True,1,14.0,14.0
AP-600489,V1066,32,1664.55,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600490,V1182,51,242.14,2026-06-25,matched_exact,0.0,False,4,14.0,0.5
AP-600491,V1061,9,3314.65,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600492,V1086,71,3281.35,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600493,V1106,75,14216.0,2026-06-26,matched_exact,0.0,False,3,14.0,2.0
AP-600494,V1101,85,32917.48,2026-06-25,matched_exact,0.0,False,3,14.0,2.0
AP-600495,V1053,8,4540.43,2026-06-20,no_po,,False,1,14.0,14.0
AP-600496,V1197,8,437.9,2026-06-28,no_po,,False,1,14.0,14.0
AP-600497,V1213,35,14704.45,2026-06-06,matched_exact,0.0,False,3,14.0,2.0
AP-600498,V1115,78,3662.67,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600499,V1164,47,2305.23,2026-06-10,matched_exact,0.0,False,4,14.0,0.5
AP-600500,V1180,83,1138.17,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600501,V1075,42,24332.16,2026-06-12,no_po,,False,1,14.0,14.0
AP-600502,V1040,44,676.48,2026-06-14,matched_exact,0.0,False,4,14.0,0.5
AP-600503,V1017,36,1852.94,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600504,V1001,75,3206.19,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600505,V1193,81,2047.91,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600506,V1159,31,825.82,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600507,V1151,75,1262.11,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600508,V1003,53,6007.04,2026-06-21,matched_variance,5.6,False,2,14.0,8.0
AP-600509,V1155,3,2616.07,2026-06-16,matched_exact,0.0,False,2,14.0,8.0
AP-600510,V1104,16,484.47,2026-06-06,matched_exact,0.0,False,4,14.0,0.5
AP-600511,V1129,4,1500.19,2026-06-03,matched_exact,0.0,False,2,14.0,8.0
AP-600512,V1212,25,649.72,2026-06-16,matched_exact,0.0,False,4,14.0,0.5
AP-600513,V1206,81,1968.46,2026-06-07,matched_exact,0.0,False,4,14.0,0.5
AP-600514,V1080,77,1131.9,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600515,V1158,74,19962.54,2026-06-05,matched_exact,0.0,False,3,14.0,2.0
AP-600516,V1104,16,202.89,2026-06-02,matched_variance,3.1,False,3,14.0,2.0
AP-600517,V1166,6,4210.54,2026-06-10,matched_exact,0.0,False,4,14.0,0.5
AP-600518,V1047,12,5539.13,2026-06-05,matched_exact,0.0,False,4,14.0,0.5
AP-600519,V1177,80,3044.41,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600520,V1210,25,7172.47,2026-06-27,matched_exact,0.0,False,4,14.0,0.5
AP-600521,V1025,13,24898.0,2026-06-27,matched_variance,2.9,False,3,14.0,2.0
AP-600522,V1209,42,2489.91,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600523,V1029,83,2250.46,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600524,V1177,80,7644.76,2026-06-19,no_po,,False,1,14.0,14.0
AP-600525,V1136,51,580.33,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600526,V1161,84,5269.6,2026-06-27,matched_exact,0.0,False,4,14.0,0.5
AP-600527,V1069,78,7198.26,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600528,V1059,44,2435.96,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600529,V1022,71,820.54,2026-06-16,matched_exact,0.0,False,4,14.0,0.5
AP-600530,V1122,93,2690.08,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600531,V1163,53,1117.88,2026-06-14,matched_variance,1.9,False,3,14.0,2.0
AP-600532,V1104,16,4599.39,2026-06-11,matched_exact,0.0,False,4,14.0,0.5
AP-600533,V1191,92,23584.85,2026-06-14,matched_exact,0.0,False,3,14.0,2.0
AP-600534,V1117,15,13713.46,2026-06-13,matched_exact,0.0,False,3,14.0,2.0
AP-600535,V1022,71,3301.97,2026-06-09,matched_variance,0.8,False,3,14.0,2.0
AP-600536,V1145,72,2355.97,2026-06-18,matched_exact,0.0,False,4,14.0,0.5
AP-600537,V1048,53,9871.94,2026-06-30,matched_exact,0.0,False,4,14.0,0.5
AP-600538,V1100,24,7864.69,2026-06-20,matched_exact,0.0,False,4,14.0,0.5
AP-600539,V1154,84,263.51,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600540,V1212,25,2260.5,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600541,V1113,14,8835.25,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600542,V1206,81,6311.51,2026-06-15,matched_variance,6.8,False,2,14.0,8.0
AP-600543,V1196,22,7855.8,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600544,V1120,85,557.29,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600545,V1175,83,6569.68,2026-06-23,matched_variance,8.6,False,2,14.0,8.0
AP-600546,V1004,76,10335.89,2026-06-14,matched_exact,0.0,False,3,14.0,2.0
AP-600547,V1056,44,62.82,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600548,V1066,32,14992.58,2026-06-10,matched_exact,0.0,False,3,14.0,2.0
AP-600549,V1083,60,1749.43,2026-06-19,matched_exact,0.0,False,4,14.0,0.5
AP-600550,V1134,95,6963.99,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600551,V1075,42,2583.07,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600552,V1113,14,89.16,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600553,V1119,62,3200.34,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600554,V1014,18,2980.64,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600555,V1138,5,501.17,2026-06-23,matched_exact,0.0,False,2,14.0,8.0
AP-600556,V1115,78,1410.9,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600557,V1163,53,1729.54,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600558,V1006,83,1340.51,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600559,V1079,93,7424.22,2026-06-02,matched_exact,0.0,False,4,14.0,0.5
AP-600560,V1030,43,5662.31,2026-06-10,matched_variance,6.9,False,2,14.0,8.0
AP-600561,V1180,83,1861.13,2026-06-16,matched_exact,0.0,False,4,14.0,0.5
AP-600562,V1206,81,308.81,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600563,V1202,37,6442.92,2026-06-27,matched_exact,0.0,False,4,14.0,0.5
AP-600564,V1078,69,12194.92,2026-06-14,matched_variance,2.2,False,3,14.0,2.0
AP-600565,V1044,32,830.39,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600566,V1189,12,1223.85,2026-06-04,matched_variance,8.1,False,2,14.0,8.0
AP-600567,V1178,21,2678.96,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600568,V1141,75,4702.29,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600569,V1101,85,48514.27,2026-06-03,matched_exact,0.0,False,3,14.0,2.0
AP-600570,V1076,79,8226.22,2026-06-12,matched_exact,0.0,False,4,14.0,0.5
AP-600571,V1116,58,2291.48,2026-06-26,matched_exact,0.0,False,4,14.0,0.5
AP-600572,V1056,44,65947.36,2026-06-16,matched_exact,0.0,False,2,14.0,8.0
AP-600573,V1090,63,150.77,2026-06-07,matched_exact,0.0,False,4,14.0,0.5
AP-600574,V1134,95,32774.62,2026-06-27,matched_exact,0.0,False,3,14.0,2.0
AP-600575,V1165,65,1645.33,2026-06-13,matched_exact,0.0,False,4,14.0,0.5
AP-600576,V1151,75,1358.4,2026-06-16,no_po,,False,1,14.0,14.0
AP-600577,V1119,62,10926.48,2026-06-17,matched_exact,0.0,False,3,14.0,2.0
AP-600578,V1147,29,2974.04,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600579,V1209,42,481.0,2026-06-22,matched_exact,0.0,False,4,14.0,0.5
AP-600580,V1058,95,12578.98,2026-06-26,matched_exact,0.0,False,3,14.0,2.0
AP-600581,V1067,20,1018.31,2026-06-28,matched_exact,0.0,False,4,14.0,0.5
AP-600582,V1034,14,12384.61,2026-06-10,matched_exact,0.0,False,3,14.0,2.0
AP-600583,V1010,34,3028.94,2026-06-16,matched_exact,0.0,False,4,14.0,0.5
AP-600584,V1215,45,5979.3,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600585,V1148,87,11170.81,2026-06-14,matched_exact,0.0,False,3,14.0,2.0
AP-600586,V1035,16,1708.58,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600587,V1059,44,11673.9,2026-06-06,matched_exact,0.0,False,3,14.0,2.0
AP-600588,V1114,48,2798.85,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600589,V1099,45,1197.61,2026-06-15,matched_exact,0.0,False,4,14.0,0.5
AP-600590,V1018,20,838.56,2026-06-03,matched_exact,0.0,False,4,14.0,0.5
AP-600591,V1068,6,1534.11,2026-06-09,matched_exact,0.0,False,4,14.0,0.5
AP-600592,V1219,10,12215.25,2026-06-09,matched_exact,0.0,False,3,14.0,2.0
AP-600593,V1036,4,4396.94,2026-06-19,matched_exact,0.0,False,2,14.0,8.0
AP-600594,V1102,94,2199.47,2026-06-02,no_po,,False,1,14.0,14.0
AP-600595,V1109,47,7631.24,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600596,V1043,34,1540.91,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
AP-600597,V1167,49,1250.62,2026-06-29,matched_exact,0.0,False,4,14.0,0.5
AP-600598,V1189,12,2144.87,2026-06-08,matched_exact,0.0,False,4,14.0,0.5
AP-600599,V1056,44,683.35,2026-06-03,matched_variance,3.9,False,3,14.0,2.0
AP-600600,V1016,87,6741.85,2026-06-06,matched_exact,0.0,False,4,14.0,0.5
AP-600601,V1160,82,12559.79,2026-06-15,matched_exact,0.0,False,3,14.0,2.0
AP-600602,V1195,42,3022.79,2026-06-24,matched_exact,0.0,False,4,14.0,0.5
AP-600603,V1213,35,2467.74,2026-06-21,matched_exact,0.0,False,4,14.0,0.5
AP-600604,V1199,38,15116.09,2026-06-03,matched_variance,5.4,False,2,14.0,8.0
AP-600605,V1089,16,1013.97,2026-06-07,no_po,,True,1,14.0,14.0
AP-600606,V1041,33,172.2,2026-06-10,matched_exact,0.0,False,4,14.0,0.5
AP-600607,V1140,78,2926.46,2026-06-18,no_po,,True,1,14.0,14.0
AP-600608,V1153,80,3211.16,2026-06-04,matched_exact,0.0,False,4,14.0,0.5
AP-600609,V1101,85,364.89,2026-06-06,matched_exact,0.0,False,4,14.0,0.5
AP-600610,V1011,38,10377.88,2026-06-12,matched_exact,0.0,False,3,14.0,2.0
AP-600611,V1004,76,1502.91,2026-06-01,matched_exact,0.0,False,4,14.0,0.5
